Year,UNIT_MEASURE,COMPOSITE_BREAKDOWN,Age,Regions,Value
2018,Percent,Работа в редакторе электронных таблиц Excel (использование базовых арифметических формул в таблицах),Age 15 years and older,Karagandy,43.924351584075396
2018,Percent,"Connecting and installing new devices (printer, modem, and others)",Age 15 years and older,Karagandy,24.792656474709172
2018,Percent,"Поиск, загрузка и установка  программного обеспечения",Age 15 years and older,Karagandy,24.096084750509053
2018,Percent,Skill: ICT Skill: Creating electronic presentations with presentation software,Age 15 years and older,Karagandy,30.548248840708343
2018,Percent,Transferring files between computers and other devices,Age 15 years and older,Karagandy,31.64863851458785
2018,Percent,Development of computer programs using a special software language,Age 15 years and older,Karagandy,8.29592432447826
2018,Percent,Copying or transferring a file or folder,Age 15 years and older,Kostanay,41.29357940179907
2018,Percent,Using the copy and paste tools for information or part of information to get copies or move information in a document,Age 15 years and older,Kostanay,19.566513590524185
2018,Percent,"Отправка элекронной почты с вложенными файлами (документ, фотография, видео)",Age 15 years and older,Kostanay,49.30077961872586
2018,Percent,Работа в редакторе электронных таблиц Excel (использование базовых арифметических формул в таблицах),Age 15 years and older,Kostanay,30.70017255945579
2018,Percent,"Connecting and installing new devices (printer, modem, and others)",Age 15 years and older,Kostanay,14.10536454481347
2018,Percent,"Поиск, загрузка и установка  программного обеспечения",Age 15 years and older,Kostanay,10.63191207581569
2018,Percent,Skill: ICT Skill: Creating electronic presentations with presentation software,Age 15 years and older,Kostanay,16.211594801144344
2018,Percent,Transferring files between computers and other devices,Age 15 years and older,Kostanay,32.15344306656805
2018,Percent,Development of computer programs using a special software language,Age 15 years and older,Kostanay,0.7696806040487779
2018,Percent,Copying or transferring a file or folder,Age 15 years and older,Kyzylorda,14.950655079959688
2018,Percent,Using the copy and paste tools for information or part of information to get copies or move information in a document,Age 15 years and older,Kyzylorda,17.606343531917318
2018,Percent,"Отправка элекронной почты с вложенными файлами (документ, фотография, видео)",Age 15 years and older,Kyzylorda,25.33004279901975
2018,Percent,Работа в редакторе электронных таблиц Excel (использование базовых арифметических формул в таблицах),Age 15 years and older,Kyzylorda,33.522387027881926
2018,Percent,"Connecting and installing new devices (printer, modem, and others)",Age 15 years and older,Kyzylorda,11.49879252315123
2018,Percent,"Поиск, загрузка и установка  программного обеспечения",Age 15 years and older,Kyzylorda,19.38713419156097
2018,Percent,Skill: ICT Skill: Creating electronic presentations with presentation software,Age 15 years and older,Kyzylorda,13.781208998079448
2018,Percent,Transferring files between computers and other devices,Age 15 years and older,Kyzylorda,11.927209112171747
2018,Percent,Development of computer programs using a special software language,Age 15 years and older,Kyzylorda,6.835459887048622
2018,Percent,Copying or transferring a file or folder,Age 15 years and older,Mangistau,17.376852609043215
2018,Percent,Using the copy and paste tools for information or part of information to get copies or move information in a document,Age 15 years and older,Mangistau,8.624681852011799
2018,Percent,"Отправка элекронной почты с вложенными файлами (документ, фотография, видео)",Age 15 years and older,Mangistau,59.01684405037485
2018,Percent,Работа в редакторе электронных таблиц Excel (использование базовых арифметических формул в таблицах),Age 15 years and older,Mangistau,40.14679213004138
2018,Percent,"Connecting and installing new devices (printer, modem, and others)",Age 15 years and older,Mangistau,9.135556311045363
2018,Percent,"Поиск, загрузка и установка  программного обеспечения",Age 15 years and older,Mangistau,29.930489833046966
2018,Percent,Skill: ICT Skill: Creating electronic presentations with presentation software,Age 15 years and older,Mangistau,19.79799325572207
2018,Percent,Transferring files between computers and other devices,Age 15 years and older,Mangistau,4.22022732075749
2018,Percent,Development of computer programs using a special software language,Age 15 years and older,Mangistau,3.926428564865436
2018,Percent,Copying or transferring a file or folder,Age 15 years and older,Pavlodar,34.085647652323516
2018,Percent,Using the copy and paste tools for information or part of information to get copies or move information in a document,Age 15 years and older,Pavlodar,26.718839159185507
2018,Percent,"Отправка элекронной почты с вложенными файлами (документ, фотография, видео)",Age 15 years and older,Pavlodar,47.62959011883649
2018,Percent,Работа в редакторе электронных таблиц Excel (использование базовых арифметических формул в таблицах),Age 15 years and older,Pavlodar,30.675187392688585
2018,Percent,"Connecting and installing new devices (printer, modem, and others)",Age 15 years and older,Pavlodar,8.771421766107986
2018,Percent,"Поиск, загрузка и установка  программного обеспечения",Age 15 years and older,Pavlodar,13.571302501640744
2018,Percent,Skill: ICT Skill: Creating electronic presentations with presentation software,Age 15 years and older,Pavlodar,15.115914438026175
2018,Percent,Transferring files between computers and other devices,Age 15 years and older,Pavlodar,30.756352632129094
2018,Percent,Development of computer programs using a special software language,Age 15 years and older,Pavlodar,3.726843244336224
2018,Percent,Copying or transferring a file or folder,Age 15 years and older,Soltustik Kazakhstan,48.655214534490355
2018,Percent,Using the copy and paste tools for information or part of information to get copies or move information in a document,Age 15 years and older,Soltustik Kazakhstan,31.15483991081686
2018,Percent,"Отправка элекронной почты с вложенными файлами (документ, фотография, видео)",Age 15 years and older,Soltustik Kazakhstan,51.14335050855116
2018,Percent,Работа в редакторе электронных таблиц Excel (использование базовых арифметических формул в таблицах),Age 15 years and older,Soltustik Kazakhstan,48.446234242289954
2018,Percent,"Connecting and installing new devices (printer, modem, and others)",Age 15 years and older,Soltustik Kazakhstan,12.689979611390376
2018,Percent,"Поиск, загрузка и установка  программного обеспечения",Age 15 years and older,Soltustik Kazakhstan,12.572824571680265
2018,Percent,Skill: ICT Skill: Creating electronic presentations with presentation software,Age 15 years and older,Soltustik Kazakhstan,21.35241416576984
2018,Percent,Transferring files between computers and other devices,Age 15 years and older,Soltustik Kazakhstan,36.25290049541142
2018,Percent,Development of computer programs using a special software language,Age 15 years and older,Soltustik Kazakhstan,1.8188546959645089
2018,Percent,Copying or transferring a file or folder,Age 15 years and older,Turkistan,43.01205257983469
2018,Percent,Using the copy and paste tools for information or part of information to get copies or move information in a document,Age 15 years and older,Turkistan,19.387377764831065
2018,Percent,"Отправка элекронной почты с вложенными файлами (документ, фотография, видео)",Age 15 years and older,Turkistan,47.69720913441804
2018,Percent,Работа в редакторе электронных таблиц Excel (использование базовых арифметических формул в таблицах),Age 15 years and older,Turkistan,43.45816680909303
2018,Percent,"Connecting and installing new devices (printer, modem, and others)",Age 15 years and older,Turkistan,17.255135191995695
2018,Percent,"Поиск, загрузка и установка  программного обеспечения",Age 15 years and older,Turkistan,17.217832477636573
2018,Percent,Skill: ICT Skill: Creating electronic presentations with presentation software,Age 15 years and older,Turkistan,19.99198922186214
2018,Percent,Transferring files between computers and other devices,Age 15 years and older,Turkistan,23.264675300505328
2018,Percent,Development of computer programs using a special software language,Age 15 years and older,Turkistan,6.998507082256126
2018,Percent,Copying or transferring a file or folder,Age 15 years and older,Shygys Kazakhstan,15.902710184148491
2018,Percent,Using the copy and paste tools for information or part of information to get copies or move information in a document,Age 15 years and older,Shygys Kazakhstan,6.782211919859117
2018,Percent,"Отправка элекронной почты с вложенными файлами (документ, фотография, видео)",Age 15 years and older,Shygys Kazakhstan,49.04447785945359
2018,Percent,Работа в редакторе электронных таблиц Excel (использование базовых арифметических формул в таблицах),Age 15 years and older,Shygys Kazakhstan,34.351159033449136
2018,Percent,"Connecting and installing new devices (printer, modem, and others)",Age 15 years and older,Shygys Kazakhstan,18.2105207882058
2018,Percent,"Поиск, загрузка и установка  программного обеспечения",Age 15 years and older,Shygys Kazakhstan,14.976997848881588
2018,Percent,Skill: ICT Skill: Creating electronic presentations with presentation software,Age 15 years and older,Shygys Kazakhstan,23.101267603256503
2018,Percent,Transferring files between computers and other devices,Age 15 years and older,Shygys Kazakhstan,8.403615079208794
2018,Percent,Development of computer programs using a special software language,Age 15 years and older,Shygys Kazakhstan,11.597472670293751
2018,Percent,Copying or transferring a file or folder,Age 15 years and older,Nur-Sultan city,26.187558115679842
2018,Percent,Using the copy and paste tools for information or part of information to get copies or move information in a document,Age 15 years and older,Nur-Sultan city,24.474927330422112
2018,Percent,"Отправка элекронной почты с вложенными файлами (документ, фотография, видео)",Age 15 years and older,Nur-Sultan city,63.479705287916424
2018,Percent,Работа в редакторе электронных таблиц Excel (использование базовых арифметических формул в таблицах),Age 15 years and older,Nur-Sultan city,55.01425515640806
2018,Percent,"Connecting and installing new devices (printer, modem, and others)",Age 15 years and older,Nur-Sultan city,24.518888761593164
2018,Percent,"Поиск, загрузка и установка  программного обеспечения",Age 15 years and older,Nur-Sultan city,41.55607480370555
2018,Percent,Skill: ICT Skill: Creating electronic presentations with presentation software,Age 15 years and older,Nur-Sultan city,28.674309738922393
2018,Percent,Transferring files between computers and other devices,Age 15 years and older,Nur-Sultan city,33.992577178955
2018,Percent,Development of computer programs using a special software language,Age 15 years and older,Nur-Sultan city,22.473083614642086
2018,Percent,Copying or transferring a file or folder,Age 15 years and older,Almaty city,20.85067515130516
2018,Percent,Using the copy and paste tools for information or part of information to get copies or move information in a document,Age 15 years and older,Almaty city,14.902343557435396
2018,Percent,"Отправка элекронной почты с вложенными файлами (документ, фотография, видео)",Age 15 years and older,Almaty city,57.37866656971281
2018,Percent,Работа в редакторе электронных таблиц Excel (использование базовых арифметических формул в таблицах),Age 15 years and older,Almaty city,38.320765910019524
2018,Percent,"Connecting and installing new devices (printer, modem, and others)",Age 15 years and older,Almaty city,14.415293758072307
2018,Percent,"Поиск, загрузка и установка  программного обеспечения",Age 15 years and older,Almaty city,18.601274104246684
2018,Percent,Skill: ICT Skill: Creating electronic presentations with presentation software,Age 15 years and older,Almaty city,17.331395275138064
2018,Percent,Transferring files between computers and other devices,Age 15 years and older,Almaty city,17.750979240523446
2018,Percent,Development of computer programs using a special software language,Age 15 years and older,Almaty city,6.902360459105704
2018,Percent,Copying or transferring a file or folder,Age 15 years and older,Shymkent city,7.128671506736732
2018,Percent,Using the copy and paste tools for information or part of information to get copies or move information in a document,Age 15 years and older,Shymkent city,2.6109847684931413
2018,Percent,"Отправка элекронной почты с вложенными файлами (документ, фотография, видео)",Age 15 years and older,Shymkent city,43.49906462169179
2018,Percent,Работа в редакторе электронных таблиц Excel (использование базовых арифметических формул в таблицах),Age 15 years and older,Shymkent city,47.47691600540822
2018,Percent,"Connecting and installing new devices (printer, modem, and others)",Age 15 years and older,Shymkent city,6.462202549537276
2018,Percent,"Поиск, загрузка и установка  программного обеспечения",Age 15 years and older,Shymkent city,9.826719595879815
2018,Percent,Skill: ICT Skill: Creating electronic presentations with presentation software,Age 15 years and older,Shymkent city,9.543725684975632
2018,Percent,Transferring files between computers and other devices,Age 15 years and older,Shymkent city,7.575271272382403
2018,Percent,Development of computer programs using a special software language,Age 15 years and older,Shymkent city,2.1413612525530064
2019,Percent,Copying or transferring a file or folder,Age 15-24 years old,,32.1
2019,Percent,Using the copy and paste tools for information or part of information to get copies or move information in a document,Age 15-24 years old,,18.5
2019,Percent,"Отправка элекронной почты с вложенными файлами (документ, фотография, видео)",Age 15-24 years old,,61.9
2019,Percent,Работа в редакторе электронных таблиц Excel (использование базовых арифметических формул в таблицах),Age 15-24 years old,,52.9
2019,Percent,"Connecting and installing new devices (printer, modem, and others)",Age 15-24 years old,,18.6
2019,Percent,"Поиск, загрузка и установка  программного обеспечения",Age 15-24 years old,,22.5
2019,Percent,Skill: ICT Skill: Creating electronic presentations with presentation software,Age 15-24 years old,,27.1
2019,Percent,Transferring files between computers and other devices,Age 15-24 years old,,26.0
2019,Percent,Development of computer programs using a special software language,Age 15-24 years old,,7.8
2019,Percent,Copying or transferring a file or folder,Age 15-24 years old,Akmola,66.1
2019,Percent,Using the copy and paste tools for information or part of information to get copies or move information in a document,Age 15-24 years old,Akmola,42.1
2019,Percent,"Отправка элекронной почты с вложенными файлами (документ, фотография, видео)",Age 15-24 years old,Akmola,83.8
2019,Percent,Работа в редакторе электронных таблиц Excel (использование базовых арифметических формул в таблицах),Age 15-24 years old,Akmola,72.5
2019,Percent,"Connecting and installing new devices (printer, modem, and others)",Age 15-24 years old,Akmola,42.5
2019,Percent,"Поиск, загрузка и установка  программного обеспечения",Age 15-24 years old,Akmola,49.3
2019,Percent,Skill: ICT Skill: Creating electronic presentations with presentation software,Age 15-24 years old,Akmola,45.3
2019,Percent,Transferring files between computers and other devices,Age 15-24 years old,Akmola,53.2
2019,Percent,Development of computer programs using a special software language,Age 15-24 years old,Akmola,10.7
2019,Percent,Copying or transferring a file or folder,Age 15-24 years old,Aktobe,48.4
2019,Percent,Using the copy and paste tools for information or part of information to get copies or move information in a document,Age 15-24 years old,Aktobe,19.1
2019,Percent,"Отправка элекронной почты с вложенными файлами (документ, фотография, видео)",Age 15-24 years old,Aktobe,77.6
2019,Percent,Работа в редакторе электронных таблиц Excel (использование базовых арифметических формул в таблицах),Age 15-24 years old,Aktobe,62.9
2019,Percent,"Connecting and installing new devices (printer, modem, and others)",Age 15-24 years old,Aktobe,24.6
2019,Percent,"Поиск, загрузка и установка  программного обеспечения",Age 15-24 years old,Aktobe,22.8
2019,Percent,Skill: ICT Skill: Creating electronic presentations with presentation software,Age 15-24 years old,Aktobe,28.9
2019,Percent,Transferring files between computers and other devices,Age 15-24 years old,Aktobe,31.0
2019,Percent,Development of computer programs using a special software language,Age 15-24 years old,Aktobe,5.4
2019,Percent,Copying or transferring a file or folder,Age 15-24 years old,Almaty,24.2
2019,Percent,Using the copy and paste tools for information or part of information to get copies or move information in a document,Age 15-24 years old,Almaty,16.5
2019,Percent,"Отправка элекронной почты с вложенными файлами (документ, фотография, видео)",Age 15-24 years old,Almaty,69.2
2019,Percent,Работа в редакторе электронных таблиц Excel (использование базовых арифметических формул в таблицах),Age 15-24 years old,Almaty,50.5
2019,Percent,"Connecting and installing new devices (printer, modem, and others)",Age 15-24 years old,Almaty,16.7
2019,Percent,"Поиск, загрузка и установка  программного обеспечения",Age 15-24 years old,Almaty,10.4
2019,Percent,Skill: ICT Skill: Creating electronic presentations with presentation software,Age 15-24 years old,Almaty,20.8
2019,Percent,Transferring files between computers and other devices,Age 15-24 years old,Almaty,16.0
2019,Percent,Development of computer programs using a special software language,Age 15-24 years old,Almaty,2.9
2019,Percent,Copying or transferring a file or folder,Age 15-24 years old,Atyrau,32.3
2019,Percent,Using the copy and paste tools for information or part of information to get copies or move information in a document,Age 15-24 years old,Atyrau,20.0
2019,Percent,"Отправка элекронной почты с вложенными файлами (документ, фотография, видео)",Age 15-24 years old,Atyrau,65.9
2019,Percent,Работа в редакторе электронных таблиц Excel (использование базовых арифметических формул в таблицах),Age 15-24 years old,Atyrau,51.4
2019,Percent,"Connecting and installing new devices (printer, modem, and others)",Age 15-24 years old,Atyrau,9.8
2019,Percent,"Поиск, загрузка и установка  программного обеспечения",Age 15-24 years old,Atyrau,32.0
2019,Percent,Skill: ICT Skill: Creating electronic presentations with presentation software,Age 15-24 years old,Atyrau,23.7
2019,Percent,Transferring files between computers and other devices,Age 15-24 years old,Atyrau,33.8
2019,Percent,Development of computer programs using a special software language,Age 15-24 years old,Atyrau,3.9
2019,Percent,Copying or transferring a file or folder,Age 15-24 years old,Batys Kazakhstan,35.9
2019,Percent,Using the copy and paste tools for information or part of information to get copies or move information in a document,Age 15-24 years old,Batys Kazakhstan,19.6
2019,Percent,"Отправка элекронной почты с вложенными файлами (документ, фотография, видео)",Age 15-24 years old,Batys Kazakhstan,80.2
2019,Percent,Работа в редакторе электронных таблиц Excel (использование базовых арифметических формул в таблицах),Age 15-24 years old,Batys Kazakhstan,52.2
2019,Percent,"Connecting and installing new devices (printer, modem, and others)",Age 15-24 years old,Batys Kazakhstan,14.3
2019,Percent,"Поиск, загрузка и установка  программного обеспечения",Age 15-24 years old,Batys Kazakhstan,32.5
2019,Percent,Skill: ICT Skill: Creating electronic presentations with presentation software,Age 15-24 years old,Batys Kazakhstan,30.8
2019,Percent,Transferring files between computers and other devices,Age 15-24 years old,Batys Kazakhstan,29.1
2019,Percent,Development of computer programs using a special software language,Age 15-24 years old,Batys Kazakhstan,5.4
2019,Percent,Copying or transferring a file or folder,Age 15-24 years old,Zhambyl,29.7
2019,Percent,Using the copy and paste tools for information or part of information to get copies or move information in a document,Age 15-24 years old,Zhambyl,9.3
2019,Percent,"Отправка элекронной почты с вложенными файлами (документ, фотография, видео)",Age 15-24 years old,Zhambyl,41.1
2019,Percent,Работа в редакторе электронных таблиц Excel (использование базовых арифметических формул в таблицах),Age 15-24 years old,Zhambyl,48.2
2019,Percent,"Connecting and installing new devices (printer, modem, and others)",Age 15-24 years old,Zhambyl,13.2
2019,Percent,"Поиск, загрузка и установка  программного обеспечения",Age 15-24 years old,Zhambyl,16.3
2019,Percent,Skill: ICT Skill: Creating electronic presentations with presentation software,Age 15-24 years old,Zhambyl,16.2
2019,Percent,Transferring files between computers and other devices,Age 15-24 years old,Zhambyl,15.5
2019,Percent,Development of computer programs using a special software language,Age 15-24 years old,Zhambyl,2.2
2019,Percent,Copying or transferring a file or folder,Age 15-24 years old,Karagandy,56.7
2019,Percent,Using the copy and paste tools for information or part of information to get copies or move information in a document,Age 15-24 years old,Karagandy,36.6
2019,Percent,"Отправка элекронной почты с вложенными файлами (документ, фотография, видео)",Age 15-24 years old,Karagandy,81.3
2019,Percent,Работа в редакторе электронных таблиц Excel (использование базовых арифметических формул в таблицах),Age 15-24 years old,Karagandy,68.6
2019,Percent,"Connecting and installing new devices (printer, modem, and others)",Age 15-24 years old,Karagandy,34.6
2019,Percent,"Поиск, загрузка и установка  программного обеспечения",Age 15-24 years old,Karagandy,40.5
2019,Percent,Skill: ICT Skill: Creating electronic presentations with presentation software,Age 15-24 years old,Karagandy,52.0
2019,Percent,Transferring files between computers and other devices,Age 15-24 years old,Karagandy,53.1
2019,Percent,Development of computer programs using a special software language,Age 15-24 years old,Karagandy,13.5
2019,Percent,Copying or transferring a file or folder,Age 15-24 years old,Kostanay,47.3
2019,Percent,Using the copy and paste tools for information or part of information to get copies or move information in a document,Age 15-24 years old,Kostanay,25.7
2019,Percent,"Отправка элекронной почты с вложенными файлами (документ, фотография, видео)",Age 15-24 years old,Kostanay,69.9
2019,Percent,Работа в редакторе электронных таблиц Excel (использование базовых арифметических формул в таблицах),Age 15-24 years old,Kostanay,54.0
2019,Percent,"Connecting and installing new devices (printer, modem, and others)",Age 15-24 years old,Kostanay,15.7
2019,Percent,"Поиск, загрузка и установка  программного обеспечения",Age 15-24 years old,Kostanay,20.7
2019,Percent,Skill: ICT Skill: Creating electronic presentations with presentation software,Age 15-24 years old,Kostanay,34.1
2019,Percent,Transferring files between computers and other devices,Age 15-24 years old,Kostanay,33.4
2019,Percent,Development of computer programs using a special software language,Age 15-24 years old,Kostanay,1.1
2019,Percent,Copying or transferring a file or folder,Age 15-24 years old,Kyzylorda,15.9
2019,Percent,Using the copy and paste tools for information or part of information to get copies or move information in a document,Age 15-24 years old,Kyzylorda,16.0
2019,Percent,"Отправка элекронной почты с вложенными файлами (документ, фотография, видео)",Age 15-24 years old,Kyzylorda,18.3
2019,Percent,Работа в редакторе электронных таблиц Excel (использование базовых арифметических формул в таблицах),Age 15-24 years old,Kyzylorda,42.9
2019,Percent,"Connecting and installing new devices (printer, modem, and others)",Age 15-24 years old,Kyzylorda,9.2
2019,Percent,"Поиск, загрузка и установка  программного обеспечения",Age 15-24 years old,Kyzylorda,20.4
2019,Percent,Skill: ICT Skill: Creating electronic presentations with presentation software,Age 15-24 years old,Kyzylorda,15.0
2019,Percent,Transferring files between computers and other devices,Age 15-24 years old,Kyzylorda,16.6
2019,Percent,Development of computer programs using a special software language,Age 15-24 years old,Kyzylorda,4.9
2019,Percent,Copying or transferring a file or folder,Age 15-24 years old,Mangistau,20.7
2019,Percent,Using the copy and paste tools for information or part of information to get copies or move information in a document,Age 15-24 years old,Mangistau,15.7
2019,Percent,"Отправка элекронной почты с вложенными файлами (документ, фотография, видео)",Age 15-24 years old,Mangistau,83.3
2019,Percent,Работа в редакторе электронных таблиц Excel (использование базовых арифметических формул в таблицах),Age 15-24 years old,Mangistau,75.3
2019,Percent,"Connecting and installing new devices (printer, modem, and others)",Age 15-24 years old,Mangistau,15.3
2019,Percent,"Поиск, загрузка и установка  программного обеспечения",Age 15-24 years old,Mangistau,48.0
2019,Percent,Skill: ICT Skill: Creating electronic presentations with presentation software,Age 15-24 years old,Mangistau,24.5
2019,Percent,Transferring files between computers and other devices,Age 15-24 years old,Mangistau,4.8
2019,Percent,Development of computer programs using a special software language,Age 15-24 years old,Mangistau,5.9
2019,Percent,Copying or transferring a file or folder,Age 15-24 years old,Pavlodar,27.6
2019,Percent,Using the copy and paste tools for information or part of information to get copies or move information in a document,Age 15-24 years old,Pavlodar,13.9
2019,Percent,"Отправка элекронной почты с вложенными файлами (документ, фотография, видео)",Age 15-24 years old,Pavlodar,51.4
2019,Percent,Работа в редакторе электронных таблиц Excel (использование базовых арифметических формул в таблицах),Age 15-24 years old,Pavlodar,30.2
2019,Percent,"Connecting and installing new devices (printer, modem, and others)",Age 15-24 years old,Pavlodar,32.9
2019,Percent,"Поиск, загрузка и установка  программного обеспечения",Age 15-24 years old,Pavlodar,9.1
2019,Percent,Skill: ICT Skill: Creating electronic presentations with presentation software,Age 15-24 years old,Pavlodar,30.0
2019,Percent,Transferring files between computers and other devices,Age 15-24 years old,Pavlodar,17.6
2019,Percent,Development of computer programs using a special software language,Age 15-24 years old,Pavlodar,12.5
2019,Percent,Copying or transferring a file or folder,Age 15-24 years old,Soltustik Kazakhstan,64.8
2019,Percent,Using the copy and paste tools for information or part of information to get copies or move information in a document,Age 15-24 years old,Soltustik Kazakhstan,50.1
2019,Percent,"Отправка элекронной почты с вложенными файлами (документ, фотография, видео)",Age 15-24 years old,Soltustik Kazakhstan,67.9
2019,Percent,Работа в редакторе электронных таблиц Excel (использование базовых арифметических формул в таблицах),Age 15-24 years old,Soltustik Kazakhstan,70.8
2019,Percent,"Connecting and installing new devices (printer, modem, and others)",Age 15-24 years old,Soltustik Kazakhstan,23.5
2019,Percent,"Поиск, загрузка и установка  программного обеспечения",Age 15-24 years old,Soltustik Kazakhstan,19.3
2019,Percent,Skill: ICT Skill: Creating electronic presentations with presentation software,Age 15-24 years old,Soltustik Kazakhstan,36.7
2019,Percent,Transferring files between computers and other devices,Age 15-24 years old,Soltustik Kazakhstan,56.0
2019,Percent,Development of computer programs using a special software language,Age 15-24 years old,Soltustik Kazakhstan,2.3
2019,Percent,Copying or transferring a file or folder,Age 15-24 years old,Turkistan,37.9
2019,Percent,Using the copy and paste tools for information or part of information to get copies or move information in a document,Age 15-24 years old,Turkistan,10.6
2019,Percent,"Отправка элекронной почты с вложенными файлами (документ, фотография, видео)",Age 15-24 years old,Turkistan,45.7
2019,Percent,Работа в редакторе электронных таблиц Excel (использование базовых арифметических формул в таблицах),Age 15-24 years old,Turkistan,46.4
2019,Percent,"Connecting and installing new devices (printer, modem, and others)",Age 15-24 years old,Turkistan,12.8
2019,Percent,"Поиск, загрузка и установка  программного обеспечения",Age 15-24 years old,Turkistan,15.7
2019,Percent,Skill: ICT Skill: Creating electronic presentations with presentation software,Age 15-24 years old,Turkistan,20.1
2019,Percent,Transferring files between computers and other devices,Age 15-24 years old,Turkistan,26.9
2019,Percent,Development of computer programs using a special software language,Age 15-24 years old,Turkistan,8.9
2019,Percent,Copying or transferring a file or folder,Age 15-24 years old,Shygys Kazakhstan,13.8
2019,Percent,Using the copy and paste tools for information or part of information to get copies or move information in a document,Age 15-24 years old,Shygys Kazakhstan,8.2
2019,Percent,"Отправка элекронной почты с вложенными файлами (документ, фотография, видео)",Age 15-24 years old,Shygys Kazakhstan,53.1
2019,Percent,Работа в редакторе электронных таблиц Excel (использование базовых арифметических формул в таблицах),Age 15-24 years old,Shygys Kazakhstan,37.9
2019,Percent,"Connecting and installing new devices (printer, modem, and others)",Age 15-24 years old,Shygys Kazakhstan,19.5
2019,Percent,"Поиск, загрузка и установка  программного обеспечения",Age 15-24 years old,Shygys Kazakhstan,15.2
2019,Percent,Skill: ICT Skill: Creating electronic presentations with presentation software,Age 15-24 years old,Shygys Kazakhstan,26.5
2019,Percent,Transferring files between computers and other devices,Age 15-24 years old,Shygys Kazakhstan,10.4
2019,Percent,Development of computer programs using a special software language,Age 15-24 years old,Shygys Kazakhstan,8.9
2019,Percent,Copying or transferring a file or folder,Age 15-24 years old,Nur-Sultan city,28.2
2019,Percent,Using the copy and paste tools for information or part of information to get copies or move information in a document,Age 15-24 years old,Nur-Sultan city,31.8
2019,Percent,"Отправка элекронной почты с вложенными файлами (документ, фотография, видео)",Age 15-24 years old,Nur-Sultan city,67.3
2019,Percent,Работа в редакторе электронных таблиц Excel (использование базовых арифметических формул в таблицах),Age 15-24 years old,Nur-Sultan city,58.4
2019,Percent,"Connecting and installing new devices (printer, modem, and others)",Age 15-24 years old,Nur-Sultan city,28.3
2019,Percent,"Поиск, загрузка и установка  программного обеспечения",Age 15-24 years old,Nur-Sultan city,34.9
2019,Percent,Skill: ICT Skill: Creating electronic presentations with presentation software,Age 15-24 years old,Nur-Sultan city,44.1
2019,Percent,Transferring files between computers and other devices,Age 15-24 years old,Nur-Sultan city,35.7
2019,Percent,Development of computer programs using a special software language,Age 15-24 years old,Nur-Sultan city,23.8
2019,Percent,Copying or transferring a file or folder,Age 15-24 years old,Almaty city,21.9
2019,Percent,Using the copy and paste tools for information or part of information to get copies or move information in a document,Age 15-24 years old,Almaty city,15.1
2019,Percent,"Отправка элекронной почты с вложенными файлами (документ, фотография, видео)",Age 15-24 years old,Almaty city,72.6
2019,Percent,Работа в редакторе электронных таблиц Excel (использование базовых арифметических формул в таблицах),Age 15-24 years old,Almaty city,49.4
2019,Percent,"Connecting and installing new devices (printer, modem, and others)",Age 15-24 years old,Almaty city,14.9
2019,Percent,"Поиск, загрузка и установка  программного обеспечения",Age 15-24 years old,Almaty city,21.4
2019,Percent,Skill: ICT Skill: Creating electronic presentations with presentation software,Age 15-24 years old,Almaty city,22.7
2019,Percent,Transferring files between computers and other devices,Age 15-24 years old,Almaty city,26.2
2019,Percent,Development of computer programs using a special software language,Age 15-24 years old,Almaty city,12.3
2019,Percent,Copying or transferring a file or folder,Age 15-24 years old,Shymkent city,9.2
2019,Percent,Using the copy and paste tools for information or part of information to get copies or move information in a document,Age 15-24 years old,Shymkent city,3.6
2019,Percent,"Отправка элекронной почты с вложенными файлами (документ, фотография, видео)",Age 15-24 years old,Shymkent city,52.7
2019,Percent,Работа в редакторе электронных таблиц Excel (использование базовых арифметических формул в таблицах),Age 15-24 years old,Shymkent city,52.8
2019,Percent,"Connecting and installing new devices (printer, modem, and others)",Age 15-24 years old,Shymkent city,7.4
2019,Percent,"Поиск, загрузка и установка  программного обеспечения",Age 15-24 years old,Shymkent city,11.0
2019,Percent,Skill: ICT Skill: Creating electronic presentations with presentation software,Age 15-24 years old,Shymkent city,15.9
2019,Percent,Transferring files between computers and other devices,Age 15-24 years old,Shymkent city,9.4
2019,Percent,Development of computer programs using a special software language,Age 15-24 years old,Shymkent city,3.0
2019,Percent,Copying or transferring a file or folder,Age 15 years and older,,26.8
2019,Percent,Using the copy and paste tools for information or part of information to get copies or move information in a document,Age 15 years and older,,15.8
2019,Percent,"Отправка элекронной почты с вложенными файлами (документ, фотография, видео)",Age 15 years and older,,55.1
2019,Percent,Работа в редакторе электронных таблиц Excel (использование базовых арифметических формул в таблицах),Age 15 years and older,,42.2
2019,Percent,"Connecting and installing new devices (printer, modem, and others)",Age 15 years and older,,16.2
2019,Percent,"Поиск, загрузка и установка  программного обеспечения",Age 15 years and older,,18.8
2019,Percent,Skill: ICT Skill: Creating electronic presentations with presentation software,Age 15 years and older,,20.6
2019,Percent,Transferring files between computers and other devices,Age 15 years and older,,21.7
2019,Percent,Development of computer programs using a special software language,Age 15 years and older,,7.1
2019,Percent,Copying or transferring a file or folder,Age 15 years and older,Akmola,39.4
2019,Percent,Using the copy and paste tools for information or part of information to get copies or move information in a document,Age 15 years and older,Akmola,24.3
