Year,Units,Возраст,Регионы,Местность,Образование,Брачное состояние,гражданство,GeoCode,Value
2016,"на 1 000 женщин
 в данной возрастной группе",в возрасте от 15 до - 19 лет,Атырауская,сельское население,,,,,31.33
2017,"на 1 000 женщин
 в данной возрастной группе",в возрасте от 15 до - 19 лет,Атырауская,сельское население,,,,,29.29
2018,"на 1 000 женщин
 в данной возрастной группе",в возрасте от 15 до - 19 лет,Атырауская,сельское население,,,,,27.58
2010,"на 1 000 женщин
 в данной возрастной группе",в возрасте от 15 до - 19 лет,Западно-Казахстанская,сельское население,,,,,22.57
2011,"на 1 000 женщин
 в данной возрастной группе",в возрасте от 15 до - 19 лет,Западно-Казахстанская,сельское население,,,,,26.12
2012,"на 1 000 женщин
 в данной возрастной группе",в возрасте от 15 до - 19 лет,Западно-Казахстанская,сельское население,,,,,29.06
2013,"на 1 000 женщин
 в данной возрастной группе",в возрасте от 15 до - 19 лет,Западно-Казахстанская,сельское население,,,,,29.22
2014,"на 1 000 женщин
 в данной возрастной группе",в возрасте от 15 до - 19 лет,Западно-Казахстанская,сельское население,,,,,31.29
2015,"на 1 000 женщин
 в данной возрастной группе",в возрасте от 15 до - 19 лет,Западно-Казахстанская,сельское население,,,,,26.64
2016,"на 1 000 женщин
 в данной возрастной группе",в возрасте от 15 до - 19 лет,Западно-Казахстанская,сельское население,,,,,26.59
2017,"на 1 000 женщин
 в данной возрастной группе",в возрасте от 15 до - 19 лет,Западно-Казахстанская,сельское население,,,,,21.78
2018,"на 1 000 женщин
 в данной возрастной группе",в возрасте от 15 до - 19 лет,Западно-Казахстанская,сельское население,,,,,21.1
2010,"на 1 000 женщин
 в данной возрастной группе",в возрасте от 15 до - 19 лет,Жамбылская,сельское население,,,,,42.64
2011,"на 1 000 женщин
 в данной возрастной группе",в возрасте от 15 до - 19 лет,Жамбылская,сельское население,,,,,47.96
2012,"на 1 000 женщин
 в данной возрастной группе",в возрасте от 15 до - 19 лет,Жамбылская,сельское население,,,,,51.38
2013,"на 1 000 женщин
 в данной возрастной группе",в возрасте от 15 до - 19 лет,Жамбылская,сельское население,,,,,52.89
2014,"на 1 000 женщин
 в данной возрастной группе",в возрасте от 15 до - 19 лет,Жамбылская,сельское население,,,,,57.91
2015,"на 1 000 женщин
 в данной возрастной группе",в возрасте от 15 до - 19 лет,Жамбылская,сельское население,,,,,52.22
2016,"на 1 000 женщин
 в данной возрастной группе",в возрасте от 15 до - 19 лет,Жамбылская,сельское население,,,,,46.59
2017,"на 1 000 женщин
 в данной возрастной группе",в возрасте от 15 до - 19 лет,Жамбылская,сельское население,,,,,40.52
2018,"на 1 000 женщин
 в данной возрастной группе",в возрасте от 15 до - 19 лет,Жамбылская,сельское население,,,,,40.8
2010,"на 1 000 женщин
 в данной возрастной группе",в возрасте от 15 до - 19 лет,Карагандинская,сельское население,,,,,27.64
2011,"на 1 000 женщин
 в данной возрастной группе",в возрасте от 15 до - 19 лет,Карагандинская,сельское население,,,,,28.12
2012,"на 1 000 женщин
 в данной возрастной группе",в возрасте от 15 до - 19 лет,Карагандинская,сельское население,,,,,27.73
2013,"на 1 000 женщин
 в данной возрастной группе",в возрасте от 15 до - 19 лет,Карагандинская,сельское население,,,,,28.42
2014,"на 1 000 женщин
 в данной возрастной группе",в возрасте от 15 до - 19 лет,Карагандинская,сельское население,,,,,29
2015,"на 1 000 женщин
 в данной возрастной группе",в возрасте от 15 до - 19 лет,Карагандинская,сельское население,,,,,25.97
2016,"на 1 000 женщин
 в данной возрастной группе",в возрасте от 15 до - 19 лет,Карагандинская,сельское население,,,,,24.61
2017,"на 1 000 женщин
 в данной возрастной группе",в возрасте от 15 до - 19 лет,Карагандинская,сельское население,,,,,20.88
2018,"на 1 000 женщин
 в данной возрастной группе",в возрасте от 15 до - 19 лет,Карагандинская,сельское население,,,,,21.36
2010,"на 1 000 женщин
 в данной возрастной группе",в возрасте от 15 до - 19 лет,Костанайская,сельское население,,,,,30.21
2011,"на 1 000 женщин
 в данной возрастной группе",в возрасте от 15 до - 19 лет,Костанайская,сельское население,,,,,30.6
2012,"на 1 000 женщин
 в данной возрастной группе",в возрасте от 15 до - 19 лет,Костанайская,сельское население,,,,,29.38
2013,"на 1 000 женщин
 в данной возрастной группе",в возрасте от 15 до - 19 лет,Костанайская,сельское население,,,,,30.75
2014,"на 1 000 женщин
 в данной возрастной группе",в возрасте от 15 до - 19 лет,Костанайская,сельское население,,,,,29.19
2015,"на 1 000 женщин
 в данной возрастной группе",в возрасте от 15 до - 19 лет,Костанайская,сельское население,,,,,27.31
2016,"на 1 000 женщин
 в данной возрастной группе",в возрасте от 15 до - 19 лет,Костанайская,сельское население,,,,,26.54
2017,"на 1 000 женщин
 в данной возрастной группе",в возрасте от 15 до - 19 лет,Костанайская,сельское население,,,,,22.7
2018,"на 1 000 женщин
 в данной возрастной группе",в возрасте от 15 до - 19 лет,Костанайская,сельское население,,,,,22.51
2010,"на 1 000 женщин
 в данной возрастной группе",в возрасте от 15 до - 19 лет,Кызылординская,сельское население,,,,,18.74
2011,"на 1 000 женщин
 в данной возрастной группе",в возрасте от 15 до - 19 лет,Кызылординская,сельское население,,,,,21.73
2012,"на 1 000 женщин
 в данной возрастной группе",в возрасте от 15 до - 19 лет,Кызылординская,сельское население,,,,,25.48
2013,"на 1 000 женщин
 в данной возрастной группе",в возрасте от 15 до - 19 лет,Кызылординская,сельское население,,,,,26.91
2014,"на 1 000 женщин
 в данной возрастной группе",в возрасте от 15 до - 19 лет,Кызылординская,сельское население,,,,,27.02
2015,"на 1 000 женщин
 в данной возрастной группе",в возрасте от 15 до - 19 лет,Кызылординская,сельское население,,,,,23.4
2016,"на 1 000 женщин
 в данной возрастной группе",в возрасте от 15 до - 19 лет,Кызылординская,сельское население,,,,,20.97
2017,"на 1 000 женщин
 в данной возрастной группе",в возрасте от 15 до - 19 лет,Кызылординская,сельское население,,,,,18.82
2018,"на 1 000 женщин
 в данной возрастной группе",в возрасте от 15 до - 19 лет,Кызылординская,сельское население,,,,,20.48
2010,"на 1 000 женщин
 в данной возрастной группе",в возрасте от 15 до - 19 лет,Мангистауская,сельское население,,,,,43.62
2011,"на 1 000 женщин
 в данной возрастной группе",в возрасте от 15 до - 19 лет,Мангистауская,сельское население,,,,,54.51
2012,"на 1 000 женщин
 в данной возрастной группе",в возрасте от 15 до - 19 лет,Мангистауская,сельское население,,,,,59.07
2013,"на 1 000 женщин
 в данной возрастной группе",в возрасте от 15 до - 19 лет,Мангистауская,сельское население,,,,,60.83
2014,"на 1 000 женщин
 в данной возрастной группе",в возрасте от 15 до - 19 лет,Мангистауская,сельское население,,,,,55.1
2015,"на 1 000 женщин
 в данной возрастной группе",в возрасте от 15 до - 19 лет,Мангистауская,сельское население,,,,,52.3
2016,"на 1 000 женщин
 в данной возрастной группе",в возрасте от 15 до - 19 лет,Мангистауская,сельское население,,,,,43.48
2017,"на 1 000 женщин
 в данной возрастной группе",в возрасте от 15 до - 19 лет,Мангистауская,сельское население,,,,,39.06
2018,"на 1 000 женщин
 в данной возрастной группе",в возрасте от 15 до - 19 лет,Мангистауская,сельское население,,,,,34.27
2010,"на 1 000 женщин
 в данной возрастной группе",в возрасте от 15 до - 19 лет,Южно-Казахстанская,сельское население,,,,,30.48
2011,"на 1 000 женщин
 в данной возрастной группе",в возрасте от 15 до - 19 лет,Южно-Казахстанская,сельское население,,,,,32.15
2012,"на 1 000 женщин
 в данной возрастной группе",в возрасте от 15 до - 19 лет,Южно-Казахстанская,сельское население,,,,,34.54
2013,"на 1 000 женщин
 в данной возрастной группе",в возрасте от 15 до - 19 лет,Южно-Казахстанская,сельское население,,,,,37.38
2014,"на 1 000 женщин
 в данной возрастной группе",в возрасте от 15 до - 19 лет,Южно-Казахстанская,сельское население,,,,,35.47
2015,"на 1 000 женщин
 в данной возрастной группе",в возрасте от 15 до - 19 лет,Южно-Казахстанская,сельское население,,,,,35.39
2016,"на 1 000 женщин
 в данной возрастной группе",в возрасте от 15 до - 19 лет,Южно-Казахстанская,сельское население,,,,,31.8
2017,"на 1 000 женщин
 в данной возрастной группе",в возрасте от 15 до - 19 лет,Южно-Казахстанская,сельское население,,,,,29.26
2018,"на 1 000 женщин
 в данной возрастной группе",в возрасте от 15 до - 19 лет,Южно-Казахстанская,сельское население,,,,,29.23
2010,"на 1 000 женщин
 в данной возрастной группе",в возрасте от 15 до - 19 лет,Павлодарская,сельское население,,,,,31.16
2011,"на 1 000 женщин
 в данной возрастной группе",в возрасте от 15 до - 19 лет,Павлодарская,сельское население,,,,,32.81
2012,"на 1 000 женщин
 в данной возрастной группе",в возрасте от 15 до - 19 лет,Павлодарская,сельское население,,,,,30.35
2013,"на 1 000 женщин
 в данной возрастной группе",в возрасте от 15 до - 19 лет,Павлодарская,сельское население,,,,,33.82
2014,"на 1 000 женщин
 в данной возрастной группе",в возрасте от 15 до - 19 лет,Павлодарская,сельское население,,,,,35.75
2015,"на 1 000 женщин
 в данной возрастной группе",в возрасте от 15 до - 19 лет,Павлодарская,сельское население,,,,,36.55
2016,"на 1 000 женщин
 в данной возрастной группе",в возрасте от 15 до - 19 лет,Павлодарская,сельское население,,,,,28.69
2017,"на 1 000 женщин
 в данной возрастной группе",в возрасте от 15 до - 19 лет,Павлодарская,сельское население,,,,,27.14
2018,"на 1 000 женщин
 в данной возрастной группе",в возрасте от 15 до - 19 лет,Павлодарская,сельское население,,,,,22.26
2010,"на 1 000 женщин
 в данной возрастной группе",в возрасте от 15 до - 19 лет,Северо-Казахстанская,сельское население,,,,,34.87
2011,"на 1 000 женщин
 в данной возрастной группе",в возрасте от 15 до - 19 лет,Северо-Казахстанская,сельское население,,,,,32.77
2012,"на 1 000 женщин
 в данной возрастной группе",в возрасте от 15 до - 19 лет,Северо-Казахстанская,сельское население,,,,,27.96
2013,"на 1 000 женщин
 в данной возрастной группе",в возрасте от 15 до - 19 лет,Северо-Казахстанская,сельское население,,,,,28.05
2014,"на 1 000 женщин
 в данной возрастной группе",в возрасте от 15 до - 19 лет,Северо-Казахстанская,сельское население,,,,,31.6
2015,"на 1 000 женщин
 в данной возрастной группе",в возрасте от 15 до - 19 лет,Северо-Казахстанская,сельское население,,,,,27.92
2016,"на 1 000 женщин
 в данной возрастной группе",в возрасте от 15 до - 19 лет,Северо-Казахстанская,сельское население,,,,,28.57
2017,"на 1 000 женщин
 в данной возрастной группе",в возрасте от 15 до - 19 лет,Северо-Казахстанская,сельское население,,,,,22.43
2018,"на 1 000 женщин
 в данной возрастной группе",в возрасте от 15 до - 19 лет,Северо-Казахстанская,сельское население,,,,,21.07
2018,"на 1 000 женщин
 в данной возрастной группе",в возрасте от 15 до - 19 лет,Туркестанская,сельское население,,,,,27.93
2010,"на 1 000 женщин
 в данной возрастной группе",в возрасте от 15 до - 19 лет,Восточно-Казахстанская,сельское население,,,,,28.58
2011,"на 1 000 женщин
 в данной возрастной группе",в возрасте от 15 до - 19 лет,Восточно-Казахстанская,сельское население,,,,,24.96
2012,"на 1 000 женщин
 в данной возрастной группе",в возрасте от 15 до - 19 лет,Восточно-Казахстанская,сельское население,,,,,22.91
2013,"на 1 000 женщин
 в данной возрастной группе",в возрасте от 15 до - 19 лет,Восточно-Казахстанская,сельское население,,,,,24
2014,"на 1 000 женщин
 в данной возрастной группе",в возрасте от 15 до - 19 лет,Восточно-Казахстанская,сельское население,,,,,28.94
2015,"на 1 000 женщин
 в данной возрастной группе",в возрасте от 15 до - 19 лет,Восточно-Казахстанская,сельское население,,,,,23.4
2016,"на 1 000 женщин
 в данной возрастной группе",в возрасте от 15 до - 19 лет,Восточно-Казахстанская,сельское население,,,,,22.03
2017,"на 1 000 женщин
 в данной возрастной группе",в возрасте от 15 до - 19 лет,Восточно-Казахстанская,сельское население,,,,,20.06
2018,"на 1 000 женщин
 в данной возрастной группе",в возрасте от 15 до - 19 лет,Восточно-Казахстанская,сельское население,,,,,19.57
2010,процент,,,,высшее,,,,0.0
2011,процент,,,,высшее,,,,0.0
2012,процент,,,,высшее,,,,0.0
2013,процент,,,,высшее,,,,0.0
2014,процент,,,,высшее,,,,0.0
2015,процент,,,,высшее,,,,0.0
2016,процент,,,,высшее,,,,0.0
2017,процент,,,,высшее,,,,0.0
2018,процент,,,,высшее,,,,0.0
2010,процент,,,,незаконченное высшее,,,,5.785892603651672
2011,процент,,,,незаконченное высшее,,,,6.198980853905902
2012,процент,,,,незаконченное высшее,,,,6.7874858798683775
2013,процент,,,,незаконченное высшее,,,,5.937967295354782
2014,процент,,,,незаконченное высшее,,,,5.671405220664719
2015,процент,,,,незаконченное высшее,,,,5.4617505168849085
2016,процент,,,,незаконченное высшее,,,,4.8237356359150825
2017,процент,,,,незаконченное высшее,,,,5.9553716565686425
2018,процент,,,,незаконченное высшее,,,,6.422646678334982
2010,процент,,,,среднее специальное,,,,20.588379264770676
2011,процент,,,,среднее специальное,,,,19.72492950081631
2012,процент,,,,среднее специальное,,,,19.787829674377484
2013,процент,,,,среднее специальное,,,,20.67435241908253
2014,процент,,,,среднее специальное,,,,23.701025310812817
2015,процент,,,,среднее специальное,,,,24.971284171835517
2016,процент,,,,среднее специальное,,,,25.917029150165554
2017,процент,,,,среднее специальное,,,,30.574848529629094
2018,процент,,,,среднее специальное,,,,33.749334145042226
2010,процент,,,,среднее общее,,,,66.85594008517303
2011,процент,,,,среднее общее,,,,67.23395834364024
2012,процент,,,,среднее общее,,,,68.0713128038898
2013,процент,,,,среднее общее,,,,68.29868313154213
2014,процент,,,,среднее общее,,,,66.30838575461885
2015,процент,,,,среднее общее,,,,65.35722490236618
2016,процент,,,,среднее общее,,,,65.61059533857039
2017,процент,,,,среднее общее,,,,60.55859317275011
2018,процент,,,,среднее общее,,,,54.58488699490146
2010,процент,,,,неполное среднее,,,,5.962112682950706
2011,процент,,,,неполное среднее,,,,6.228664720724286
2012,процент,,,,неполное среднее,,,,4.901527429890477
2013,процент,,,,неполное среднее,,,,4.3365008923833885
2014,процент,,,,неполное среднее,,,,3.700034672346327
2015,процент,,,,неполное среднее,,,,3.6469101768895014
2016,процент,,,,неполное среднее,,,,3.161721742517692
2017,процент,,,,неполное среднее,,,,2.4456923304270735
2018,процент,,,,неполное среднее,,,,4.5354234837531395
2010,процент,,,,начальное и ниже,,,,0.4356551960448383
2011,процент,,,,начальное и ниже,,,,0.33641715727502103
2012,процент,,,,начальное и ниже,,,,0.2701242571582928
2013,процент,,,,начальное и ниже,,,,0.3521296608943129
2014,процент,,,,начальное и ниже,,,,0.2625191936202883
2015,процент,,,,начальное и ниже,,,,0.25269928784746154
2016,процент,,,,начальное и ниже,,,,0.2531974290722586
2017,процент,,,,начальное и ниже,,,,0.1847199645337668
2018,процент,,,,начальное и ниже,,,,0.39570808918651545
2010,процент,,,,не указавшие,,,,0.4356551960448383
2011,процент,,,,не указавшие,,,,0.33641715727502103
2012,процент,,,,не указавшие,,,,0.2701242571582928
2013,процент,,,,не указавшие,,,,0.3521296608943129
2014,процент,,,,не указавшие,,,,0.2625191936202883
2015,процент,,,,не указавшие,,,,0.25269928784746154
2016,процент,,,,не указавшие,,,,0.2531974290722586
2017,процент,,,,не указавшие,,,,0.1847199645337668
2018,процент,,,,не указавшие,,,,0.3120006087816757
2010,процент,,,городское население,высшее,,,,0.0
2011,процент,,,городское население,высшее,,,,0.0
2012,процент,,,городское население,высшее,,,,0.0
2013,процент,,,городское население,высшее,,,,0.0
2014,процент,,,городское население,высшее,,,,0.0
2015,процент,,,городское население,высшее,,,,0.0
2016,процент,,,городское население,высшее,,,,0.0
2017,процент,,,городское население,высшее,,,,0.0
2018,процент,,,городское население,высшее,,,,0.0
2010,процент,,,городское население,незаконченное высшее,,,,7.473382473382473
2011,процент,,,городское население,незаконченное высшее,,,,7.645811240721103
2012,процент,,,городское население,незаконченное высшее,,,,8.301647655259822
2013,процент,,,городское население,незаконченное высшее,,,,7.056910569105692
2014,процент,,,городское население,незаконченное высшее,,,,6.8961760540363874
2015,процент,,,городское население,незаконченное высшее,,,,6.803858520900322
2016,процент,,,городское население,незаконченное высшее,,,,6.290115532734275
2017,процент,,,городское население,незаконченное высшее,,,,7.001766500722659
2018,процент,,,городское население,незаконченное высшее,,,,8.244857332448571
2010,процент,,,городское население,среднее специальное,,,,24.57002457002457
2011,процент,,,городское население,среднее специальное,,,,23.07529162248144
2012,процент,,,городское население,среднее специальное,,,,24.514152936206173
2013,процент,,,городское население,среднее специальное,,,,26.11382113821137
2014,процент,,,городское население,среднее специальное,,,,30.27562915350256
2015,процент,,,городское население,среднее специальное,,,,30.97106109324759
2016,процент,,,городское население,среднее специальное,,,,31.079731849950075
2017,процент,,,городское население,среднее специальное,,,,35.34607355066645
2018,процент,,,городское население,среднее специальное,,,,38.85202388852024
2010,процент,,,городское население,среднее общее,,,,61.74242424242424
2011,процент,,,городское население,среднее общее,,,,62.089077412513255
2012,процент,,,городское население,среднее общее,,,,61.808196028728354
2013,процент,,,городское население,среднее общее,,,,61.04065040650406
2014,процент,,,городское население,среднее общее,,,,58.40505501688639
2015,процент,,,городское население,среднее общее,,,,58.572347266881025
2016,процент,,,городское население,среднее общее,,,,59.47796320068464
2017,процент,,,городское население,среднее общее,,,,54.74546330496225
2018,процент,,,городское население,среднее общее,,,,48.97146648971466
2010,процент,,,городское население,неполное среднее,,,,5.4565929565929565
2011,процент,,,городское население,неполное среднее,,,,6.436903499469778
2012,процент,,,городское население,неполное среднее,,,,4.942965779467682
2013,процент,,,городское население,неполное среднее,,,,4.672086720867209
2014,процент,,,городское население,неполное среднее,,,,3.6932127682754112
2015,процент,,,городское население,неполное среднее,,,,2.829581993569132
2016,процент,,,городское население,неполное среднее,,,,2.610183996576808
2017,процент,,,городское население,неполное среднее,,,,2.216155452063594
2018,процент,,,городское население,неполное среднее,,,,2.9860650298606504
2010,процент,,,городское население,начальное и ниже,,,,0.0
2011,процент,,,городское население,начальное и ниже,,,,0.0
2012,процент,,,городское население,начальное и ниже,,,,0.0
2013,процент,,,городское население,начальное и ниже,,,,0.0
2014,процент,,,городское население,начальное и ниже,,,,0.0
2015,процент,,,городское население,начальное и ниже,,,,0.0
2016,процент,,,городское население,начальное и ниже,,,,0.0
2017,процент,,,городское население,начальное и ниже,,,,0.0
2018,процент,,,городское население,начальное и ниже,,,,0.5474452554744526
2010,процент,,,городское население,не указавшие,,,,0.3992628992628993
2011,процент,,,городское население,не указавшие,,,,0.3605514316012725
2012,процент,,,городское население,не указавшие,,,,0.2006759611322349
2013,процент,,,городское население,не указавшие,,,,0.7046070460704607
2014,процент,,,городское население,не указавшие,,,,0.4575661836801394
2015,процент,,,городское население,не указавшие,,,,0.5273311897106109
2016,процент,,,городское население,не указавшие,,,,0.2995293110825845
2017,процент,,,городское население,не указавшие,,,,0.369359242010599
2018,процент,,,городское население,не указавшие,,,,0.3981420039814201
2010,процент,,,сельское население,высшее,,,,0.0
2011,процент,,,сельское население,высшее,,,,0.0
2012,процент,,,сельское население,высшее,,,,0.0
2013,процент,,,сельское население,высшее,,,,0.0
2014,процент,,,сельское население,высшее,,,,0.0
2015,процент,,,сельское население,высшее,,,,0.0
2016,процент,,,сельское население,высшее,,,,0.0
2017,процент,,,сельское население,высшее,,,,0.0
2018,процент,,,сельское население,высшее,,,,0.0
2010,процент,,,сельское население,незаконченное высшее,,,,4.239752368445736
2011,процент,,,сельское население,незаконченное высшее,,,,4.933691922470556
2012,процент,,,сельское население,незаконченное высшее,,,,5.471403653722574
2013,процент,,,сельское население,незаконченное высшее,,,,5.040848253085347
2014,процент,,,сельское население,незаконченное высшее,,,,4.650317892824705
2015,процент,,,сельское население,незаконченное высшее,,,,4.3789561066722005
2016,процент,,,сельское население,незаконченное высшее,,,,3.5986653956148715
2017,процент,,,сельское население,незаконченное высшее,,,,5.0636376077733685
2018,процент,,,сельское население,незаконченное высшее,,,,4.8783916772107405
2010,процент,,,сельское население,среднее специальное,,,,16.940249507550885
2011,процент,,,сельское население,среднее специальное,,,,16.794955021793562
2012,процент,,,сельское население,среднее специальное,,,,15.679794363352613
2013,процент,,,сельское население,среднее специальное,,,,16.313227881105508
2014,процент,,,сельское население,среднее специальное,,,,18.21980018165304
2015,процент,,,сельское население,среднее специальное,,,,20.13074608280585
2016,процент,,,сельское население,среднее специальное,,,,21.603908484270736
2017,процент,,,сельское население,среднее специальное,,,,26.508827152045974
2018,процент,,,сельское население,среднее специальное,,,,29.42499648530859
2010,процент,,,сельское население,среднее общее,,,,71.5411312259638
2011,процент,,,сельское население,среднее общее,,,,71.73328387276268
2012,процент,,,сельское население,среднее общее,,,,73.51510144129256
2013,процент,,,сельское население,среднее общее,,,,74.11785155571008
2014,процент,,,сельское население,среднее общее,,,,72.89736603088102
2015,процент,,,сельское население,среднее общее,,,,70.83117152640864
2016,процент,,,сельское население,среднее общее,,,,70.73403241182078
2017,процент,,,сельское население,среднее общее,,,,65.51252223894896
2018,процент,,,сельское население,среднее общее,,,,59.342049768030364
2010,процент,,,сельское население,неполное среднее,,,,6.425288434480818
2011,процент,,,сельское население,неполное среднее,,,,6.046554762125568
2012,процент,,,сельское население,неполное среднее,,,,4.865509960525109
2013,процент,,,сельское население,неполное среднее,,,,4.067443073179212
2014,процент,,,сельское население,неполное среднее,,,,3.705722070844687
2015,процент,,,сельское население,неполное среднее,,,,4.306319394002284
2016,процент,,,сельское население,неполное среднее,,,,3.622497616777884
2017,процент,,,сельское население,неполное среднее,,,,2.641302860270973
2018,процент,,,сельское население,неполное среднее,,,,5.848446506396737
2010,процент,,,сельское население,начальное и ниже,,,,0.5065190882656412
2011,процент,,,сельское население,начальное и ниже,,,,0.28748956691087824
2012,процент,,,сельское население,начальное и ниже,,,,0.3029468465987331
2013,процент,,,сельское население,начальное и ниже,,,,0.30418911872066745
2014,процент,,,сельское население,начальное и ниже,,,,0.254314259763851
2015,процент,,,сельское население,начальное и ниже,,,,0.2179101380097541
2016,процент,,,сельское население,начальное и ниже,,,,0.2621544327931363
2017,процент,,,сельское население,начальное и ниже,,,,0.06842753524018065
2018,процент,,,сельское население,начальное и ниже,,,,0.2671165471671587
2010,процент,,,сельское население,не указавшие,,,,0.3470593752931245
2011,процент,,,сельское население,не указавшие,,,,0.2040248539367523
2012,процент,,,сельское население,не указавшие,,,,0.16524373450839988
2013,процент,,,сельское население,не указавшие,,,,0.15644011819920042
2014,процент,,,сельское население,не указавшие,,,,0.2724795640326975
2015,процент,,,сельское население,не указавшие,,,,0.13489675210127633
2016,процент,,,сельское население,не указавшие,,,,0.17874165872259296
2017,процент,,,сельское население,не указавшие,,,,0.20528260572054194
2018,процент,,,сельское население,не указавшие,,,,0.2389990158864052
2010,процент,,,,,состоял (а) в браке,,,58.89666650349993
2011,процент,,,,,состоял (а) в браке,,,60.58477217632218
2012,процент,,,,,состоял (а) в браке,,,63.867197092480716
2013,процент,,,,,состоял (а) в браке,,,65.3803482707057
2014,процент,,,,,состоял (а) в браке,,,66.35296448561098
2015,процент,,,,,состоял (а) в браке,,,67.59705949919595
2016,процент,,,,,состоял (а) в браке,,,69.3631110822567
2017,процент,,,,,состоял (а) в браке,,,70.87335599231565
2018,процент,,,,,состоял (а) в браке,,,71.10569971843847
2010,процент,,,,,не состоял (а) в браке,,,41.10333349650007
2011,процент,,,,,не состоял (а) в браке,,,39.415227823677824
2012,процент,,,,,не состоял (а) в браке,,,36.132802907519284
2013,процент,,,,,не состоял (а) в браке,,,34.61965172929429
2014,процент,,,,,не состоял (а) в браке,,,33.647035514389025
2015,процент,,,,,не состоял (а) в браке,,,32.402940500804036
2016,процент,,,,,не состоял (а) в браке,,,30.636888917743306
2017,процент,,,,,не состоял (а) в браке,,,29.12664400768435
2018,процент,,,,,не состоял (а) в браке,,,28.89430028156153
2010,процент,,,городское население,,состоял (а) в браке,,,59.971334971334976
2011,процент,,,городское население,,состоял (а) в браке,,,60.93319194061506
2012,процент,,,городское население,,состоял (а) в браке,,,64.29024081115335
2013,процент,,,городское население,,состоял (а) в браке,,,65.88617886178861
2014,процент,,,городское население,,состоял (а) в браке,,,67.67621745288159
2015,процент,,,городское население,,состоял (а) в браке,,,68.68167202572347
2016,процент,,,городское население,,состоял (а) в браке,,,70.14691199543574
2017,процент,,,городское население,,состоял (а) в браке,,,70.72426529629034
2018,процент,,,городское население,,состоял (а) в браке,,,70.70338420703385
2010,процент,,,городское население,,не состоял (а) в браке,,,40.02866502866503
2011,процент,,,городское население,,не состоял (а) в браке,,,39.06680805938496
2012,процент,,,городское население,,не состоял (а) в браке,,,35.70975918884664
2013,процент,,,городское население,,не состоял (а) в браке,,,34.11382113821138
2014,процент,,,городское население,,не состоял (а) в браке,,,32.323782547118434
2015,процент,,,городское население,,не состоял (а) в браке,,,31.31832797427653
2016,процент,,,городское население,,не состоял (а) в браке,,,29.853088004564253
2017,процент,,,городское население,,не состоял (а) в браке,,,29.27573470370965
2018,процент,,,городское население,,не состоял (а) в браке,,,29.296615792966165
2010,процент,,,сельское население,,состоял (а) в браке,,,57.91201575837164
2011,процент,,,сельское население,,состоял (а) в браке,,,60.280070481313174
2012,процент,,,сельское население,,состоял (а) в браке,,,63.499495088589
2013,процент,,,сельское население,,состоял (а) в браке,,,64.97479575873457
2014,процент,,,сельское население,,состоял (а) в браке,,,65.24977293369663
2015,процент,,,сельское население,,состоял (а) в браке,,,66.72200892393899
2016,процент,,,сельское население,,состоял (а) в браке,,,68.70829361296474
2017,процент,,,сельское население,,состоял (а) в браке,,,71.00041056521144
2018,процент,,,сельское население,,состоял (а) в браке,,,71.44664698439477
2010,процент,,,сельское население,,не состоял (а) в браке,,,42.08798424162836
2011,процент,,,сельское население,,не состоял (а) в браке,,,39.71992951868682
2012,процент,,,сельское население,,не состоял (а) в браке,,,36.500504911411
2013,процент,,,сельское население,,не состоял (а) в браке,,,35.02520424126543
2014,процент,,,сельское население,,не состоял (а) в браке,,,34.75022706630336
2015,процент,,,сельское население,,не состоял (а) в браке,,,33.277991076061014
2016,процент,,,сельское население,,не состоял (а) в браке,,,31.291706387035273
2017,процент,,,сельское население,,не состоял (а) в браке,,,28.99958943478856
2018,процент,,,сельское население,,не состоял (а) в браке,,,28.553353015605225
2010,процент,,,,,,Казахстан,,97.02873366293016
2011,процент,,,,,,Казахстан,,97.26908425270865
2012,процент,,,,,,Казахстан,,97.79480379156229
2013,процент,,,,,,Казахстан,,97.75698229704308
2014,процент,,,,,,Казахстан,,98.08806775967108
2015,процент,,,,,,Казахстан,,97.74867907190443
2016,процент,,,,,,Казахстан,,97.87703694085569
2017,процент,,,,,,Казахстан,,97.86463720998964
2018,процент,,,,,,Казахстан,,97.67141009055628
2010,процент,,,,,,не Казахстан,,2.9712663370698493
2011,процент,,,,,,не Казахстан,,2.7309157472913483
2012,процент,,,,,,не Казахстан,,2.205196208437698
2013,процент,,,,,,не Казахстан,,2.2430177029569336
2014,процент,,,,,,не Казахстан,,1.9119322403288947
2015,процент,,,,,,не Казахстан,,2.2513209280955664
2016,процент,,,,,,не Казахстан,,2.1229630591443254
2017,процент,,,,,,не Казахстан,,2.1353627900103485
2018,процент,,,,,,не Казахстан,,2.328589909443721
2010,процент,,,городское население,,,Казахстан,,97.02943064087285
2011,процент,,,городское население,,,Казахстан,,96.97964543663822
2012,процент,,,городское население,,,Казахстан,,97.23639061485672
2013,процент,,,городское население,,,Казахстан,,97.72330854677315
2014,процент,,,городское население,,,Казахстан,,97.8619850512776
2015,процент,,,городское население,,,Казахстан,,98.08356039963672
2016,процент,,,городское население,,,Казахстан,,97.68600186780121
