Year,Units,Пол,Регионы,Местность,Образование,Брачное состояние,гражданство,GeoCode,Value
2018,на 1000 родившихся,девочки,Северо-Казахстанская,сельское население,,,,,2.85
2010,на 1000 родившихся,девочки,Восточно-Казахстанская,сельское население,,,,,12.711022840119163
2011,на 1000 родившихся,девочки,Восточно-Казахстанская,сельское население,,,,,10.567177054129829
2012,на 1000 родившихся,девочки,Восточно-Казахстанская,сельское население,,,,,9.278117221090746
2013,на 1000 родившихся,девочки,Восточно-Казахстанская,сельское население,,,,,7.697690692792162
2014,на 1000 родившихся,девочки,Восточно-Казахстанская,сельское население,,,,,5.093771706413522
2015,на 1000 родившихся,девочки,Восточно-Казахстанская,сельское население,,,,,3.6249395843402614
2016,на 1000 родившихся,девочки,Восточно-Казахстанская,сельское население,,,,,3.5523978685612785
2017,на 1000 родившихся,девочки,Восточно-Казахстанская,сельское население,,,,,4.639175257731959
2018,на 1000 родившихся,девочки,Восточно-Казахстанская,сельское население,,,,,3.48
2010,процент,мальчики,,,высшее,,,,16.757376109997136
2011,процент,мальчики,,,высшее,,,,17.803504380475594
2012,процент,мальчики,,,высшее,,,,14.348561759729273
2013,процент,мальчики,,,высшее,,,,8.835182250396196
2014,процент,мальчики,,,высшее,,,,10.92057761732852
2015,процент,мальчики,,,высшее,,,,9.268747088961344
2016,процент,мальчики,,,высшее,,,,10.625317742755463
2017,процент,мальчики,,,высшее,,,,9.994353472614343
2018,процент,мальчики,,,высшее,,,,9.98
2010,процент,мальчики,,,незаконченное высшее,,,,2.2916069894013176
2011,процент,мальчики,,,незаконченное высшее,,,,2.1589486858573217
2012,процент,мальчики,,,незаконченное высшее,,,,1.5905245346869712
2013,процент,мальчики,,,незаконченное высшее,,,,0.9904912836767036
2014,процент,мальчики,,,незаконченное высшее,,,,1.3989169675090252
2015,процент,мальчики,,,незаконченное высшее,,,,1.0246856078248718
2016,процент,мальчики,,,незаконченное высшее,,,,0.9150991357397052
2017,процент,мальчики,,,незаконченное высшее,,,,0.9034443817052512
2018,процент,мальчики,,,незаконченное высшее,,,,0.64
2010,процент,мальчики,,,среднее специальное,,,,15.067315955313664
2011,процент,мальчики,,,среднее специальное,,,,17.36545682102628
2012,процент,мальчики,,,среднее специальное,,,,13.130287648054145
2013,процент,мальчики,,,среднее специальное,,,,9.904912836767037
2014,процент,мальчики,,,среднее специальное,,,,8.935018050541517
2015,процент,мальчики,,,среднее специальное,,,,8.476944573823939
2016,процент,мальчики,,,среднее специальное,,,,9.40518556176919
2017,процент,мальчики,,,среднее специальное,,,,6.888763410502541
2018,процент,мальчики,,,среднее специальное,,,,11.54
2010,процент,мальчики,,,среднее общее,,,,47.522199942709825
2011,процент,мальчики,,,среднее общее,,,,47.55944931163955
2012,процент,мальчики,,,среднее общее,,,,40.60913705583757
2013,процент,мальчики,,,среднее общее,,,,28.20919175911252
2014,процент,мальчики,,,среднее общее,,,,24.59386281588448
2015,процент,мальчики,,,среднее общее,,,,22.123893805309734
2016,процент,мальчики,,,среднее общее,,,,24.148449415353326
2017,процент,мальчики,,,среднее общее,,,,25.74816487859966
2018,процент,мальчики,,,среднее общее,,,,24.63
2010,процент,мальчики,,,неполное среднее,,,,1.46089945574334
2011,процент,мальчики,,,неполное среднее,,,,2.284105131414268
2012,процент,мальчики,,,неполное среднее,,,,1.5228426395939088
2013,процент,мальчики,,,неполное среднее,,,,1.386687797147385
2014,процент,мальчики,,,неполное среднее,,,,1.5342960288808665
2015,процент,мальчики,,,неполное среднее,,,,1.6767582673497905
2016,процент,мальчики,,,неполное среднее,,,,0.9659379766141332
2017,процент,мальчики,,,неполное среднее,,,,1.129305477131564
2018,процент,мальчики,,,неполное среднее,,,,1.1
2010,процент,мальчики,,,начальное и ниже,,,,6.158693784016043
2011,процент,мальчики,,,начальное и ниже,,,,3.222778473091364
2012,процент,мальчики,,,начальное и ниже,,,,4.805414551607446
2013,процент,мальчики,,,начальное и ниже,,,,5.467511885895403
2014,процент,мальчики,,,начальное и ниже,,,,2.3014440433213
2015,процент,мальчики,,,начальное и ниже,,,,3.7261294829995344
2016,процент,мальчики,,,начальное и ниже,,,,3.101169293340112
2017,процент,мальчики,,,начальное и ниже,,,,2.4844720496894412
2018,процент,мальчики,,,начальное и ниже,,,,2.29
2010,процент,мальчики,,,не указавшие,,,,10.741907762818675
2011,процент,мальчики,,,не указавшие,,,,9.605757196495619
2012,процент,мальчики,,,не указавшие,,,,23.993231810490688
2013,процент,мальчики,,,не указавшие,,,,45.20602218700475
2014,процент,мальчики,,,не указавшие,,,,50.3158844765343
2015,процент,мальчики,,,не указавшие,,,,53.702841173730796
2016,процент,мальчики,,,не указавшие,,,,50.83884087442807
2017,процент,мальчики,,,не указавшие,,,,52.851496329757204
2018,процент,мальчики,,,не указавшие,,,,49.82
2010,процент,девочки,,,высшее,,,,15.655199072284505
2011,процент,девочки,,,высшее,,,,18.340425531914896
2012,процент,девочки,,,высшее,,,,13.700500682749205
2013,процент,девочки,,,высшее,,,,8.155650319829425
2014,процент,девочки,,,высшее,,,,11.413364872856295
2015,процент,девочки,,,высшее,,,,9.538653366583539
2016,процент,девочки,,,высшее,,,,9.313392250169953
2017,процент,девочки,,,высшее,,,,10.239162929745893
2018,процент,девочки,,,высшее,,,,12.21
2010,процент,девочки,,,незаконченное высшее,,,,1.5461925009663704
2011,процент,девочки,,,незаконченное высшее,,,,2.0851063829787235
2012,процент,девочки,,,незаконченное высшее,,,,1.2744651797906237
2013,процент,девочки,,,незаконченное высшее,,,,1.3326226012793176
2014,процент,девочки,,,незаконченное высшее,,,,1.5375517445298639
2015,процент,девочки,,,незаконченное высшее,,,,0.7481296758104738
2016,процент,девочки,,,незаконченное высшее,,,,0.8157715839564922
2017,процент,девочки,,,незаконченное высшее,,,,0.9715994020926756
2018,процент,девочки,,,незаконченное высшее,,,,0.55
2010,процент,девочки,,,среднее специальное,,,,14.920757634325476
2011,процент,девочки,,,среднее специальное,,,,16.46808510638298
2012,процент,девочки,,,среднее специальное,,,,15.111515703231678
2013,процент,девочки,,,среднее специальное,,,,9.275053304904054
2014,процент,девочки,,,среднее специальное,,,,10.99940863394441
2015,процент,девочки,,,среднее специальное,,,,7.668329177057357
2016,процент,девочки,,,среднее специальное,,,,9.7212780421482
2017,процент,девочки,,,среднее специальное,,,,8.669656203288492
2018,процент,девочки,,,среднее специальное,,,,11.25
2010,процент,девочки,,,среднее общее,,,,49.67143409354465
2011,процент,девочки,,,среднее общее,,,,48.51063829787234
2012,процент,девочки,,,среднее общее,,,,39.73600364132909
2013,процент,девочки,,,среднее общее,,,,27.931769722814497
2014,процент,девочки,,,среднее общее,,,,24.8373743347132
2015,процент,девочки,,,среднее общее,,,,22.56857855361596
2016,процент,девочки,,,среднее общее,,,,24.609109449354182
2017,процент,девочки,,,среднее общее,,,,24.28998505231689
2018,процент,девочки,,,среднее общее,,,,24.14
2010,процент,девочки,,,неполное среднее,,,,1.507537688442211
2011,процент,девочки,,,неполное среднее,,,,1.6170212765957446
2012,процент,девочки,,,неполное среднее,,,,1.3654984069185254
2013,процент,девочки,,,неполное среднее,,,,1.5991471215351811
2014,процент,девочки,,,неполное среднее,,,,0.8870490833826138
2015,процент,девочки,,,неполное среднее,,,,1.3092269326683292
2016,процент,девочки,,,неполное среднее,,,,0.8837525492861998
2017,процент,девочки,,,неполное среднее,,,,1.2705530642750371
2018,процент,девочки,,,неполное среднее,,,,1.37
2010,процент,девочки,,,начальное и ниже,,,,5.759567066099727
2011,процент,девочки,,,начальное и ниже,,,,3.319148936170212
2012,процент,девочки,,,начальное и ниже,,,,4.688211197086936
2013,процент,девочки,,,начальное и ниже,,,,4.904051172707889
2014,процент,девочки,,,начальное и ниже,,,,1.5966883500887048
2015,процент,девочки,,,начальное и ниже,,,,4.3017456359102235
2016,процент,девочки,,,начальное и ниже,,,,3.602991162474508
2017,процент,девочки,,,начальное и ниже,,,,3.288490284005978
2018,процент,девочки,,,начальное и ниже,,,,1.1
2010,процент,девочки,,,не указавшие,,,,10.939311944337067
2011,процент,девочки,,,не указавшие,,,,9.659574468085106
2012,процент,девочки,,,не указавшие,,,,24.123805188893947
2013,процент,девочки,,,не указавшие,,,,46.801705756929636
2014,процент,девочки,,,не указавшие,,,,48.72856298048493
2015,процент,девочки,,,не указавшие,,,,53.86533665835411
2016,процент,девочки,,,не указавшие,,,,51.05370496261047
2017,процент,девочки,,,не указавшие,,,,51.270553064275035
2018,процент,девочки,,,не указавшие,,,,49.38
2010,процент,,,городское население,высшее,,,,22.2601676497982
2011,процент,,,городское население,высшее,,,,23.83300460223537
2012,процент,,,городское население,высшее,,,,19.520057306590253
2013,процент,,,городское население,высшее,,,,12.071846282372595
2014,процент,,,городское население,высшее,,,,14.896489648964891
2015,процент,,,городское население,высшее,,,,12.953605879650896
2016,процент,,,городское население,высшее,,,,13.894628099173556
2017,процент,,,городское население,высшее,,,,12.470588235294118
2018,процент,,,городское население,высшее,,,,12.18
2010,процент,,,городское население,незаконченное высшее,,,,2.8562558211735487
2011,процент,,,городское население,незаконченное высшее,,,,2.695595003287312
2012,процент,,,городское население,незаконченное высшее,,,,1.8266475644699145
2013,процент,,,городское население,незаконченное высшее,,,,1.2113617376775272
2014,процент,,,городское население,незаконченное высшее,,,,1.26012601260126
2015,процент,,,городское население,незаконченное высшее,,,,1.2861736334405145
2016,процент,,,городское население,незаконченное высшее,,,,0.9297520661157024
2017,процент,,,городское население,незаконченное высшее,,,,0.9411764705882352
2018,процент,,,городское население,незаконченное высшее,,,,0.44
2010,процент,,,городское население,среднее специальное,,,,18.28624650729587
2011,процент,,,городское население,среднее специальное,,,,19.230769230769234
2012,процент,,,городское население,среднее специальное,,,,16.439828080229226
2013,процент,,,городское население,среднее специальное,,,,11.319966583124476
2014,процент,,,городское население,среднее специальное,,,,10.261026102610261
2015,процент,,,городское население,среднее специальное,,,,8.727606798346347
2016,процент,,,городское население,среднее специальное,,,,10.072314049586776
2017,процент,,,городское население,среднее специальное,,,,7.764705882352942
2018,процент,,,городское население,среднее специальное,,,,12.01
2010,процент,,,городское население,среднее общее,,,,37.53492704129153
2011,процент,,,городское население,среднее общее,,,,39.21761998685076
2012,процент,,,городское население,среднее общее,,,,32.59312320916906
2013,процент,,,городское население,среднее общее,,,,26.60818713450293
2014,процент,,,городское население,среднее общее,,,,21.6021602160216
2015,процент,,,городское население,среднее общее,,,,21.221864951768488
2016,процент,,,городское население,среднее общее,,,,23.760330578512395
2017,процент,,,городское население,среднее общее,,,,25.117647058823533
2018,процент,,,городское население,среднее общее,,,,25.59
2010,процент,,,городское население,неполное среднее,,,,1.2418503570319777
2011,процент,,,городское население,неполное среднее,,,,2.4654832347140037
2012,процент,,,городское население,неполное среднее,,,,1.2893982808022924
2013,процент,,,городское население,неполное среднее,,,,1.2113617376775272
2014,процент,,,городское население,неполное среднее,,,,1.26012601260126
2015,процент,,,городское население,неполное среднее,,,,1.6077170418006432
2016,процент,,,городское население,неполное среднее,,,,0.8264462809917356
2017,процент,,,городское население,неполное среднее,,,,0.9411764705882352
2018,процент,,,городское население,неполное среднее,,,,0.87
2010,процент,,,городское население,начальное и ниже,,,,5.2778640173859035
2011,процент,,,городское население,начальное и ниже,,,,2.4654832347140037
2012,процент,,,городское население,начальное и ниже,,,,4.871060171919772
2013,процент,,,городское население,начальное и ниже,,,,3.7593984962406015
2014,процент,,,городское население,начальное и ниже,,,,2.2952295229522948
2015,процент,,,городское население,начальное и ниже,,,,4.0422599908130445
2016,процент,,,городское население,начальное и ниже,,,,3.9256198347107434
2017,процент,,,городское население,начальное и ниже,,,,3.0588235294117654
2018,процент,,,городское население,начальное и ниже,,,,1.91
2010,процент,,,городское население,не указавшие,,,,12.542688606022976
2011,процент,,,городское население,не указавшие,,,,10.092044707429324
2012,процент,,,городское население,не указавшие,,,,23.459885386819487
2013,процент,,,городское население,не указавшие,,,,43.81787802840433
2014,процент,,,городское население,не указавшие,,,,48.424842484248416
2015,процент,,,городское население,не указавшие,,,,50.16077170418006
2016,процент,,,городское население,не указавшие,,,,46.59090909090909
2017,процент,,,городское население,не указавшие,,,,49.70588235294117
2018,процент,,,городское население,не указавшие,,,,47.0
2010,процент,,,сельское население,высшее,,,,9.555477773888695
2011,процент,,,сельское население,высшее,,,,10.982428115015974
2012,процент,,,сельское население,высшее,,,,7.627118644067798
2013,процент,,,сельское население,высшее,,,,4.336989032901297
2014,процент,,,сельское население,высшее,,,,6.172106824925816
2015,процент,,,сельское население,высшее,,,,4.447268106734434
2016,процент,,,сельское население,высшее,,,,5.126498002663117
2017,процент,,,сельское население,высшее,,,,7.239176721078778
2018,процент,,,сельское население,высшее,,,,8.63
2010,процент,,,сельское население,незаконченное высшее,,,,0.9800490024501224
2011,процент,,,сельское население,незаконченное высшее,,,,1.437699680511182
2012,процент,,,сельское население,незаконченное высшее,,,,1.0169491525423728
2013,процент,,,сельское население,незаконченное высшее,,,,1.0468594217347955
2014,процент,,,сельское население,незаконченное высшее,,,,1.7210682492581602
2015,процент,,,сельское население,незаконченное высшее,,,,0.3811944091486658
2016,процент,,,сельское население,незаконченное высшее,,,,0.7989347536617843
2017,процент,,,сельское население,незаконченное высшее,,,,0.92264017033357
2018,процент,,,сельское население,незаконченное высшее,,,,0.89
2010,процент,,,сельское население,среднее специальное,,,,11.305565278263913
2011,процент,,,сельское население,среднее специальное,,,,14.257188498402556
2012,процент,,,сельское население,среднее специальное,,,,11.059322033898306
2013,процент,,,сельское население,среднее специальное,,,,7.627118644067798
2014,процент,,,сельское население,среднее специальное,,,,9.258160237388724
2015,процент,,,сельское население,среднее специальное,,,,7.306226175349427
2016,процент,,,сельское население,среднее специальное,,,,8.85486018641811
2017,процент,,,сельское население,среднее специальное,,,,7.5230660042583395
2018,процент,,,сельское население,среднее специальное,,,,10.42
2010,процент,,,сельское население,среднее общее,,,,60.7280364018201
2011,процент,,,сельское население,среднее общее,,,,58.58626198083067
2012,процент,,,сельское население,среднее общее,,,,49.27966101694915
2013,процент,,,сельское население,среднее общее,,,,29.860418743768697
2014,процент,,,сельское население,среднее общее,,,,28.783382789317518
2015,процент,,,сельское население,среднее общее,,,,23.82465057179161
2016,процент,,,сельское население,среднее общее,,,,25.099866844207725
2017,процент,,,сельское население,среднее общее,,,,25.124201561391047
2018,процент,,,сельское население,среднее общее,,,,22.47
2010,процент,,,сельское население,неполное среднее,,,,1.7500875043752189
2011,процент,,,сельское население,неполное среднее,,,,1.437699680511182
2012,процент,,,сельское население,неполное среднее,,,,1.652542372881356
2013,процент,,,сельское население,неполное среднее,,,,1.794616151545364
2014,процент,,,сельское население,неполное среднее,,,,1.2462908011869436
2015,процент,,,сельское население,неполное среднее,,,,1.397712833545108
2016,процент,,,сельское население,неполное среднее,,,,1.0652463382157125
2017,процент,,,сельское население,неполное среднее,,,,1.4904187366926898
2018,процент,,,сельское население,неполное среднее,,,,1.79
2010,процент,,,сельское население,начальное и ниже,,,,6.790339516975847
2011,процент,,,сельское население,начальное и ниже,,,,4.233226837060703
2012,процент,,,сельское население,начальное и ниже,,,,4.6186440677966125
2013,процент,,,сельское население,начальное и ниже,,,,6.979062811565304
2014,процент,,,сельское население,начальное и ниже,,,,1.602373887240356
2015,процент,,,сельское население,начальное и ниже,,,,3.875476493011436
2016,процент,,,сельское население,начальное и ниже,,,,2.5299600532623168
2017,процент,,,сельское население,начальное и ниже,,,,2.55500354861604
2018,процент,,,сельское население,начальное и ниже,,,,1.64
2010,процент,,,сельское население,не указавшие,,,,8.890444522226113
2011,процент,,,сельское население,не указавшие,,,,9.065495207667732
2012,процент,,,сельское население,не указавшие,,,,24.74576271186441
2013,процент,,,сельское население,не указавшие,,,,48.354935194416754
2014,процент,,,сельское население,не указавшие,,,,51.216617210682486
2015,процент,,,сельское население,не указавшие,,,,58.76747141041931
2016,процент,,,сельское население,не указавшие,,,,56.52463382157124
2017,процент,,,сельское население,не указавшие,,,,55.145493257629525
2018,процент,,,сельское население,не указавшие,,,,54.17
2010,процент,мальчики,,,,состоял (а) в браке,,,53.79547407619594
2011,процент,мальчики,,,,состоял (а) в браке,,,57.790988735919896
2012,процент,мальчики,,,,состоял (а) в браке,,,49.74619289340102
2013,процент,мальчики,,,,состоял (а) в браке,,,40.491283676703645
2014,процент,мальчики,,,,состоял (а) в браке,,,38.62815884476535
2015,процент,мальчики,,,,состоял (а) в браке,,,34.97904052165813
2016,процент,мальчики,,,,состоял (а) в браке,,,38.33248601931877
2017,процент,мальчики,,,,состоял (а) в браке,,,38.05759457933371
2018,процент,мальчики,,,,состоял (а) в браке,,,39.65
2010,процент,мальчики,,,,не состоял (а) в браке,,,32.655399598968785
2011,процент,мальчики,,,,не состоял (а) в браке,,,28.97371714643304
2012,процент,мальчики,,,,не состоял (а) в браке,,,23.41793570219966
2013,процент,мальчики,,,,не состоял (а) в браке,,,16.085578446909672
2014,процент,мальчики,,,,не состоял (а) в браке,,,14.07942238267148
2015,процент,мальчики,,,,не состоял (а) в браке,,,16.25523986958547
2016,процент,мальчики,,,,не состоял (а) в браке,,,14.285714285714285
2017,процент,мальчики,,,,не состоял (а) в браке,,,13.156408808582725
2018,процент,мальчики,,,,не состоял (а) в браке,,,14.65
2010,процент,мальчики,,,,вдовец (вдова),,,0.2291606989401317
2011,процент,мальчики,,,,вдовец (вдова),,,0.2816020025031289
2012,процент,мальчики,,,,вдовец (вдова),,,0.1692047377326565
2013,процент,мальчики,,,,вдовец (вдова),,,0.15847860538827258
2014,процент,мальчики,,,,вдовец (вдова),,,0.18050541516245489
2015,процент,мальчики,,,,вдовец (вдова),,,0.04657661853749418
2016,процент,мальчики,,,,вдовец (вдова),,,0.05083884087442806
2017,процент,мальчики,,,,вдовец (вдова),,,0.0
2018,процент,мальчики,,,,вдовец (вдова),,,0.18
2010,процент,мальчики,,,,разведен(а),,,0.6874820968203953
2011,процент,мальчики,,,,разведен(а),,,0.7822277847309137
2012,процент,мальчики,,,,разведен(а),,,0.4060913705583756
2013,процент,мальчики,,,,разведен(а),,,0.11885895404120445
2014,процент,мальчики,,,,разведен(а),,,0.4061371841155234
2015,процент,мальчики,,,,разведен(а),,,0.2794597112249651
2016,процент,мальчики,,,,разведен(а),,,0.20335536349771224
2017,процент,мальчики,,,,разведен(а),,,0.33879164313946925
2018,процент,мальчики,,,,разведен(а),,,0.27
2010,процент,мальчики,,,,не указано,,,12.632483529074767
2011,процент,мальчики,,,,не указано,,,12.171464330413015
2012,процент,мальчики,,,,не указано,,,26.26057529610829
2013,процент,мальчики,,,,не указано,,,43.145800316957214
2014,процент,мальчики,,,,не указано,,,46.70577617328521
2015,процент,мальчики,,,,не указано,,,48.43968327899395
2016,процент,мальчики,,,,не указано,,,47.12760549059482
2017,процент,мальчики,,,,не указано,,,48.4472049689441
2018,процент,мальчики,,,,не указано,,,45.24
2010,процент,девочки,,,,состоял (а) в браке,,,53.69153459605722
2011,процент,девочки,,,,состоял (а) в браке,,,56.04255319148936
2012,процент,девочки,,,,состоял (а) в браке,,,48.748293126991356
2013,процент,девочки,,,,состоял (а) в браке,,,39.445628997867814
2014,процент,девочки,,,,состоял (а) в браке,,,40.50857480780603
2015,процент,девочки,,,,состоял (а) в браке,,,35.47381546134664
2016,процент,девочки,,,,состоял (а) в браке,,,38.137321549966
2017,процент,девочки,,,,состоял (а) в браке,,,38.789237668161434
2018,процент,девочки,,,,состоял (а) в браке,,,40.33
2010,процент,девочки,,,,не состоял (а) в браке,,,31.851565519907226
2011,процент,девочки,,,,не состоял (а) в браке,,,29.574468085106385
2012,процент,девочки,,,,не состоял (а) в браке,,,22.803823395539368
2013,процент,девочки,,,,не состоял (а) в браке,,,16.098081023454153
2014,процент,девочки,,,,не состоял (а) в браке,,,14.606741573033707
2015,процент,девочки,,,,не состоял (а) в браке,,,16.39650872817955
2016,процент,девочки,,,,не состоял (а) в браке,,,14.479945615227734
2017,процент,девочки,,,,не состоял (а) в браке,,,13.901345291479824
2018,процент,девочки,,,,не состоял (а) в браке,,,13.17
2010,процент,девочки,,,,вдовец (вдова),,,0.27058368766911484
2011,процент,девочки,,,,вдовец (вдова),,,0.2553191489361702
2012,процент,девочки,,,,вдовец (вдова),,,0.045516613563950835
2013,процент,девочки,,,,вдовец (вдова),,,0.05330490405117271
2014,процент,девочки,,,,вдовец (вдова),,,0.11827321111768185
2015,процент,девочки,,,,вдовец (вдова),,,0.12468827930174566
2016,процент,девочки,,,,вдовец (вдова),,,0.06798096532970767
2017,процент,девочки,,,,вдовец (вдова),,,0.14947683109118087
2018,процент,девочки,,,,вдовец (вдова),,,0.69
2010,процент,девочки,,,,разведен(а),,,0.8504058755315036
2011,процент,девочки,,,,разведен(а),,,0.9787234042553192
2012,процент,девочки,,,,разведен(а),,,0.4096495220755576
2013,процент,девочки,,,,разведен(а),,,0.26652452025586354
2014,процент,девочки,,,,разведен(а),,,0.4139562389118865
2015,процент,девочки,,,,разведен(а),,,0.18703241895261846
2016,процент,девочки,,,,разведен(а),,,0.4078857919782461
2017,процент,девочки,,,,разведен(а),,,0.4484304932735426
2018,процент,девочки,,,,разведен(а),,,0.27
2010,процент,девочки,,,,не указано,,,13.335910320834945
2011,процент,девочки,,,,не указано,,,13.148936170212766
2012,процент,девочки,,,,не указано,,,27.992717341829767
2013,процент,девочки,,,,не указано,,,44.136460554371006
2014,процент,девочки,,,,не указано,,,44.35245416913069
2015,процент,девочки,,,,не указано,,,47.81795511221946
2016,процент,девочки,,,,не указано,,,46.90686607749829
2017,процент,девочки,,,,не указано,,,46.711509715994026
2018,процент,девочки,,,,не указано,,,45.54
2010,процент,,,городское население,,состоял (а) в браке,,,52.34399254889786
2011,процент,,,городское население,,состоял (а) в браке,,,57.363576594345815
2012,процент,,,городское население,,состоял (а) в браке,,,49.42693409742121
2013,процент,,,городское население,,состоял (а) в браке,,,40.97744360902256
2014,процент,,,городское население,,состоял (а) в браке,,,38.70387038703871
2015,процент,,,городское население,,состоял (а) в браке,,,37.66651355075793
2016,процент,,,городское население,,состоял (а) в браке,,,41.01239669421489
2017,процент,,,городское население,,состоял (а) в браке,,,39.82352941176471
2018,процент,,,городское население,,состоял (а) в браке,,,41.69
2010,процент,,,городское население,,не состоял (а) в браке,,,31.884507916796032
2011,процент,,,городское население,,не состоял (а) в браке,,,28.205128205128197
2012,процент,,,городское население,,не состоял (а) в браке,,,23.531518624641837
2013,процент,,,городское население,,не состоял (а) в браке,,,16.750208855472017
2014,процент,,,городское население,,не состоял (а) в браке,,,16.246624662466246
2015,процент,,,городское население,,не состоял (а) в браке,,,17.960496095544325
2016,процент,,,городское население,,не состоял (а) в браке,,,15.547520661157026
2017,процент,,,городское население,,не состоял (а) в браке,,,13.823529411764708
2018,процент,,,городское население,,не состоял (а) в браке,,,15.67
2010,процент,,,городское население,,вдовец (вдова),,,0.1552312946289972
2011,процент,,,городское население,,вдовец (вдова),,,0.23011176857330706
2012,процент,,,городское население,,вдовец (вдова),,,0.14326647564469913
2013,процент,,,городское население,,вдовец (вдова),,,0.04177109440267335
2014,процент,,,городское население,,вдовец (вдова),,,0.09000900090009001
2015,процент,,,городское население,,вдовец (вдова),,,0.09186954524575104
2016,процент,,,городское население,,вдовец (вдова),,,0.0
2017,процент,,,городское население,,вдовец (вдова),,,0.0588235294117647
2018,процент,,,городское население,,вдовец (вдова),,,0.26
2010,процент,,,городское население,,разведен(а),,,0.993480285625582
2011,процент,,,городское население,,разведен(а),,,0.8218277449046679
2012,процент,,,городское население,,разведен(а),,,0.5372492836676217
2013,процент,,,городское население,,разведен(а),,,0.2506265664160401
2014,процент,,,городское население,,разведен(а),,,0.54005400540054
2015,процент,,,городское население,,разведен(а),,,0.18373909049150208
2016,процент,,,городское население,,разведен(а),,,0.10330578512396696
2017,процент,,,городское население,,разведен(а),,,0.5294117647058824
2018,процент,,,городское население,,разведен(а),,,0.44
2010,процент,,,городское население,,не указано,,,14.622787954051535
2011,процент,,,городское население,,не указано,,,13.379355687047994
2012,процент,,,городское население,,не указано,,,26.36103151862464
2013,процент,,,городское население,,не указано,,,41.97994987468672
2014,процент,,,городское население,,не указано,,,44.419441944194425
2015,процент,,,городское население,,не указано,,,44.0973817179605
2016,процент,,,городское население,,не указано,,,43.336776859504134
2017,процент,,,городское население,,не указано,,,45.764705882352935
2018,процент,,,городское население,,не указано,,,41.95
2010,процент,,,сельское население,,состоял (а) в браке,,,55.33776688834442
2011,процент,,,сельское население,,состоял (а) в браке,,,56.66932907348243
2012,процент,,,сельское население,,состоял (а) в браке,,,49.19491525423729
2013,процент,,,сельское население,,состоял (а) в браке,,,38.93320039880359
2014,процент,,,сельское население,,состоял (а) в браке,,,40.41543026706231
2015,процент,,,сельское население,,состоял (а) в браке,,,31.76620076238882
2016,процент,,,сельское население,,состоял (а) в браке,,,34.687083888149125
2017,процент,,,сельское население,,состоял (а) в браке,,,36.62171753016322
2018,процент,,,сельское население,,состоял (а) в браке,,,36.9
2010,процент,,,сельское население,,не состоял (а) в браке,,,32.7966398319916
2011,процент,,,сельское население,,не состоял (а) в браке,,,30.47124600638977
2012,процент,,,сельское население,,не состоял (а) в браке,,,22.71186440677966
2013,процент,,,сельское население,,не состоял (а) в браке,,,15.304087736789631
2014,процент,,,сельское население,,не состоял (а) в браке,,,11.750741839762616
2015,процент,,,сельское население,,не состоял (а) в браке,,,14.040660736975855
2016,процент,,,сельское население,,не состоял (а) в браке,,,12.849533954727027
2017,процент,,,сельское население,,не состоял (а) в браке,,,13.058907026259758
2018,процент,,,сельское население,,не состоял (а) в браке,,,11.31
2010,процент,,,сельское население,,вдовец (вдова),,,0.3500175008750437
2011,процент,,,сельское население,,вдовец (вдова),,,0.3194888178913738
2012,процент,,,сельское население,,вдовец (вдова),,,0.0847457627118644
2013,процент,,,сельское население,,вдовец (вдова),,,0.19940179461615154
2014,процент,,,сельское население,,вдовец (вдова),,,0.2373887240356083
2015,процент,,,сельское население,,вдовец (вдова),,,0.06353240152477764
2016,процент,,,сельское население,,вдовец (вдова),,,0.13315579227696406
2017,процент,,,сельское население,,вдовец (вдова),,,0.07097232079488999
2018,процент,,,сельское население,,вдовец (вдова),,,0.6
2010,процент,,,сельское население,,разведен(а),,,0.4900245012250612
2011,процент,,,сельское население,,разведен(а),,,0.9185303514376996
2012,процент,,,сельское население,,разведен(а),,,0.2542372881355932
2013,процент,,,сельское население,,разведен(а),,,0.09970089730807576
2014,процент,,,сельское население,,разведен(а),,,0.2373887240356083
2015,процент,,,сельское население,,разведен(а),,,0.3176620076238882
2016,процент,,,сельское население,,разведен(а),,,0.5326231691078562
2017,процент,,,сельское население,,разведен(а),,,0.21291696238467
2018,процент,,,сельское население,,разведен(а),,,0.0
2010,процент,,,сельское население,,не указано,,,11.025551277563878
2011,процент,,,сельское население,,не указано,,,11.621405750798724
2012,процент,,,сельское население,,не указано,,,27.75423728813559
2013,процент,,,сельское население,,не указано,,,45.46360917248255
2014,процент,,,сельское население,,не указано,,,47.359050445103854
2015,процент,,,сельское население,,не указано,,,53.811944091486644
2016,процент,,,сельское население,,не указано,,,51.79760319573902
2017,процент,,,сельское население,,не указано,,,50.03548616039746
2018,процент,,,сельское население,,не указано,,,51.19
2010,процент,мальчики,,,,по гражданству матери,Казахстан,,99.71354912632485
2011,процент,мальчики,,,,по гражданству матери,Казахстан,,99.96871088861076
2012,процент,мальчики,,,,по гражданству матери,Казахстан,,99.83079526226734
2013,процент,мальчики,,,,по гражданству матери,Казахстан,,99.80190174326464
2014,процент,мальчики,,,,по гражданству матери,Казахстан,,99.77436823104695
2015,процент,мальчики,,,,по гражданству матери,Казахстан,,99.72054028877504
2016,процент,мальчики,,,,по гражданству матери,Казахстан,,99.74580579562786
2017,процент,мальчики,,,,по гражданству матери,Казахстан,,99.88706945228684
