Year,UNIT_MEASURE,Жынысы,Аймақ,Өңірлер,Value
2018,1000 туылғанға,ұлдар және қыздар,ауыл,Ақмола,7.35
2018,1000 туылғанға,ұлдар және қыздар,ауыл,Ақтөбе,11.8
2018,1000 туылғанға,ұлдар және қыздар,ауыл,Алматы,9.71
2018,1000 туылғанға,ұлдар және қыздар,ауыл,Атырау,14.52
2018,1000 туылғанға,ұлдар және қыздар,ауыл,Батыс Қазақстан,7.89
2018,1000 туылғанға,ұлдар және қыздар,ауыл,Жамбыл,9.84
2018,1000 туылғанға,ұлдар және қыздар,ауыл,Қарағанды,9.31
2018,1000 туылғанға,ұлдар және қыздар,ауыл,Қостанай,12.28
2018,1000 туылғанға,ұлдар және қыздар,ауыл,Қызылорда,11.6
2018,1000 туылғанға,ұлдар және қыздар,ауыл,Маңғыстау,12.87
2018,1000 туылғанға,ұлдар және қыздар,ауыл,Павлодар,5.36
2018,1000 туылғанға,ұлдар және қыздар,ауыл,Солтүстік Қазақстан,14.06
2018,1000 туылғанға,ұлдар және қыздар,ауыл,Түркістан,12.08
2018,1000 туылғанға,ұлдар және қыздар,ауыл,Шығыс Қазақстан,10.97
2018,1000 туылғанға,ерлер,,,11.64
2018,1000 туылғанға,ерлер,,Ақмола,8.15
2018,1000 туылғанға,ерлер,,Ақтөбе,12.42
2018,1000 туылғанға,ерлер,,Алматы,10.58
2018,1000 туылғанға,ерлер,,Атырау,14.74
2018,1000 туылғанға,ерлер,,Батыс Қазақстан,9.52
2018,1000 туылғанға,ерлер,,Жамбыл,10.66
2018,1000 туылғанға,ерлер,,Қарағанды,10.93
2018,1000 туылғанға,ерлер,,Қостанай,13.96
2018,1000 туылғанға,ерлер,,Қызылорда,14.51
2018,1000 туылғанға,ерлер,,Маңғыстау,13.38
2018,1000 туылғанға,ерлер,,Павлодар,8.11
2018,1000 туылғанға,ерлер,,Солтүстік Қазақстан,16.18
2018,1000 туылғанға,ерлер,,Түркістан,13.98
2018,1000 туылғанға,ерлер,,Шығыс Қазақстан,9.77
2018,1000 туылғанға,ерлер,,Нұр-Сұлтан қаласы,9.07
2018,1000 туылғанға,ерлер,,Алматы қаласы,11.14
2018,1000 туылғанға,ерлер,,Шымкент қаласы,12.2
2018,1000 туылғанға,ерлер,қала,,11.08
2018,1000 туылғанға,ерлер,қала,Ақмола,7.73
2018,1000 туылғанға,ерлер,қала,Ақтөбе,12.6
2018,1000 туылғанға,ерлер,қала,Алматы,9.41
2018,1000 туылғанға,ерлер,қала,Атырау,11.05
2018,1000 туылғанға,ерлер,қала,Батыс Қазақстан,9.76
2018,1000 туылғанға,ерлер,қала,Жамбыл,10.99
2018,1000 туылғанға,ерлер,қала,Қарағанды,10.93
2018,1000 туылғанға,ерлер,қала,Қостанай,13.96
2018,1000 туылғанға,ерлер,қала,Қызылорда,16.02
2018,1000 туылғанға,ерлер,қала,Маңғыстау,10.76
2018,1000 туылғанға,ерлер,қала,Павлодар,8.75
2018,1000 туылғанға,ерлер,қала,Солтүстік Қазақстан,14.69
2018,1000 туылғанға,ерлер,қала,Түркістан,13.05
2018,1000 туылғанға,ерлер,қала,Шығыс Қазақстан,9.41
2018,1000 туылғанға,ерлер,қала,Нұр-Сұлтан қаласы,9.07
2018,1000 туылғанға,ерлер,қала,Алматы қаласы,11.14
2018,1000 туылғанға,ерлер,қала,Шымкент қаласы,12.2
2018,1000 туылғанға,ерлер,ауыл,,12.44
2018,1000 туылғанға,ерлер,ауыл,Ақмола,8.6
2018,1000 туылғанға,ерлер,ауыл,Ақтөбе,11.89
2018,1000 туылғанға,ерлер,ауыл,Алматы,10.96
2018,1000 туылғанға,ерлер,ауыл,Атырау,19.14
2018,1000 туылғанға,ерлер,ауыл,Батыс Қазақстан,9.18
2018,1000 туылғанға,ерлер,ауыл,Жамбыл,10.43
2018,1000 туылғанға,ерлер,ауыл,Қарағанды,10.94
2018,1000 туылғанға,ерлер,ауыл,Қостанай,13.97
2018,1000 туылғанға,ерлер,ауыл,Қызылорда,13.05
2018,1000 туылғанға,ерлер,ауыл,Маңғыстау,13.62
2018,1000 туылғанға,ерлер,ауыл,Павлодар,6.63
2018,1000 туылғанға,ерлер,ауыл,Солтүстік Қазақстан,17.64
2018,1000 туылғанға,ерлер,ауыл,Түркістан,14.31
2018,1000 туылғанға,ерлер,ауыл,Шығыс Қазақстан,10.44
2018,1000 туылғанға,әйелдер,,,8.48
2018,1000 туылғанға,әйелдер,,Ақмола,6.79
2018,1000 туылғанға,әйелдер,,Ақтөбе,9.33
2018,1000 туылғанға,әйелдер,,Алматы,8.17
2018,1000 туылғанға,әйелдер,,Атырау,10.47
2018,1000 туылғанға,әйелдер,,Батыс Қазақстан,5.83
2018,1000 туылғанға,әйелдер,,Жамбыл,8.52
2018,1000 туылғанға,әйелдер,,Қарағанды,7.11
2018,1000 туылғанға,әйелдер,,Қостанай,8.97
2018,1000 туылғанға,әйелдер,,Қызылорда,10.46
2018,1000 туылғанға,әйелдер,,Маңғыстау,8.87
2018,1000 туылғанға,әйелдер,,Павлодар,6.36
2018,1000 туылғанға,әйелдер,,Солтүстік Қазақстан,9.76
2018,1000 туылғанға,әйелдер,,Түркістан,9.26
2018,1000 туылғанға,әйелдер,,Шығыс Қазақстан,9.24
2018,1000 туылғанға,әйелдер,,Нұр-Сұлтан қаласы,5.71
2018,1000 туылғанға,әйелдер,,Алматы қаласы,8.5
2018,1000 туылғанға,әйелдер,,Шымкент қаласы,8.06
2018,1000 туылғанға,әйелдер,қала,,7.93
2018,1000 туылғанға,әйелдер,қала,Ақмола,7.47
2018,1000 туылғанға,әйелдер,қала,Ақтөбе,8.54
2018,1000 туылғанға,әйелдер,қала,Алматы,7.52
2018,1000 туылғанға,әйелдер,қала,Атырау,11.22
2018,1000 туылғанға,әйелдер,қала,Батыс Қазақстан,5.37
2018,1000 туылғанға,әйелдер,қала,Жамбыл,7.57
2018,1000 туылғанға,әйелдер,қала,Қарағанды,6.98
2018,1000 туылғанға,әйелдер,қала,Қостанай,7.97
2018,1000 туылғанға,әйелдер,қала,Қызылорда,10.88
2018,1000 туылғанға,әйелдер,қала,Маңғыстау,10.41
2018,1000 туылғанға,әйелдер,қала,Павлодар,7.35
2018,1000 туылғанға,әйелдер,қала,Солтүстік Қазақстан,9.26
2018,1000 туылғанға,әйелдер,қала,Түркістан,8.06
2018,1000 туылғанға,әйелдер,қала,Шығыс Қазақстан,7.98
2018,1000 туылғанға,әйелдер,қала,Нұр-Сұлтан қаласы,5.71
2018,1000 туылғанға,әйелдер,қала,Алматы қаласы,8.5
2018,1000 туылғанға,әйелдер,қала,Шымкент қаласы,8.06
2018,1000 туылғанға,әйелдер,ауыл,,9.28
2018,1000 туылғанға,әйелдер,ауыл,Ақмола,6.07
2018,1000 туылғанға,әйелдер,ауыл,Ақтөбе,11.7
2018,1000 туылғанға,әйелдер,ауыл,Алматы,8.39
2018,1000 туылғанға,әйелдер,ауыл,Атырау,9.58
2018,1000 туылғанға,әйелдер,ауыл,Батыс Қазақстан,6.48
2018,1000 туылғанға,әйелдер,ауыл,Жамбыл,9.22
2018,1000 туылғанға,әйелдер,ауыл,Қарағанды,7.63
2018,1000 туылғанға,әйелдер,ауыл,Қостанай,10.45
2018,1000 туылғанға,әйелдер,ауыл,Қызылорда,10.08
2018,1000 туылғанға,әйелдер,ауыл,Маңғыстау,12.06
2018,1000 туылғанға,әйелдер,ауыл,Павлодар,4.03
2018,1000 туылғанға,әйелдер,ауыл,Солтүстік Қазақстан,10.24
2018,1000 туылғанға,әйелдер,ауыл,Түркістан,9.69
2018,1000 туылғанға,әйелдер,ауыл,Шығыс Қазақстан,11.52
2019,1000 туылғанға,ұлдар және қыздар,,,10.69
2019,1000 туылғанға,ұлдар және қыздар,,Ақмола,8.56
2019,1000 туылғанға,ұлдар және қыздар,,Ақтөбе,10.54
2019,1000 туылғанға,ұлдар және қыздар,,Алматы,10.22
2019,1000 туылғанға,ұлдар және қыздар,,Атырау,12.9
2019,1000 туылғанға,ұлдар және қыздар,,Батыс Қазақстан,8.53
2019,1000 туылғанға,ұлдар және қыздар,,Жамбыл,11.58
2019,1000 туылғанға,ұлдар және қыздар,,Қарағанды,10.85
2019,1000 туылғанға,ұлдар және қыздар,,Қостанай,11.79
2019,1000 туылғанға,ұлдар және қыздар,,Қызылорда,13.13
2019,1000 туылғанға,ұлдар және қыздар,,Маңғыстау,11.49
2019,1000 туылғанға,ұлдар және қыздар,,Павлодар,8.31
2019,1000 туылғанға,ұлдар және қыздар,,Солтүстік Қазақстан,11.79
2019,1000 туылғанға,ұлдар және қыздар,,Түркістан,11.89
2019,1000 туылғанға,ұлдар және қыздар,,Шығыс Қазақстан,10.11
2019,1000 туылғанға,ұлдар және қыздар,,Нұр-Сұлтан қаласы,7.62
2019,1000 туылғанға,ұлдар және қыздар,,Алматы қаласы,9.65
2019,1000 туылғанға,ұлдар және қыздар,,Шымкент қаласы,11.7
2019,1000 туылғанға,ұлдар және қыздар,қала,,10.51
2019,1000 туылғанға,ұлдар және қыздар,қала,Ақмола,8.51
2019,1000 туылғанға,ұлдар және қыздар,қала,Ақтөбе,9.82
2019,1000 туылғанға,ұлдар және қыздар,қала,Алматы,11.84
2019,1000 туылғанға,ұлдар және қыздар,қала,Атырау,13.1
2019,1000 туылғанға,ұлдар және қыздар,қала,Батыс Қазақстан,9.05
2019,1000 туылғанға,ұлдар және қыздар,қала,Жамбыл,12.64
2019,1000 туылғанға,ұлдар және қыздар,қала,Қарағанды,11.27
2019,1000 туылғанға,ұлдар және қыздар,қала,Қостанай,9.58
2019,1000 туылғанға,ұлдар және қыздар,қала,Қызылорда,13.01
2019,1000 туылғанға,ұлдар және қыздар,қала,Маңғыстау,13.42
2019,1000 туылғанға,ұлдар және қыздар,қала,Павлодар,8.59
2019,1000 туылғанға,ұлдар және қыздар,қала,Солтүстік Қазақстан,11.21
2019,1000 туылғанға,ұлдар және қыздар,қала,Түркістан,10.82
2019,1000 туылғанға,ұлдар және қыздар,қала,Шығыс Қазақстан,10.38
2019,1000 туылғанға,ұлдар және қыздар,қала,Нұр-Сұлтан қаласы,7.62
2019,1000 туылғанға,ұлдар және қыздар,қала,Алматы қаласы,9.65
2019,1000 туылғанға,ұлдар және қыздар,қала,Шымкент қаласы,11.7
2019,1000 туылғанға,ұлдар және қыздар,ауыл,,10.96
2019,1000 туылғанға,ұлдар және қыздар,ауыл,Ақмола,8.62
2019,1000 туылғанға,ұлдар және қыздар,ауыл,Ақтөбе,12.71
2019,1000 туылғанға,ұлдар және қыздар,ауыл,Алматы,9.67
2019,1000 туылғанға,ұлдар және қыздар,ауыл,Атырау,12.63
2019,1000 туылғанға,ұлдар және қыздар,ауыл,Батыс Қазақстан,7.84
2019,1000 туылғанға,ұлдар және қыздар,ауыл,Жамбыл,10.75
2019,1000 туылғанға,ұлдар және қыздар,ауыл,Қарағанды,9.21
2019,1000 туылғанға,ұлдар және қыздар,ауыл,Қостанай,15.41
2019,1000 туылғанға,ұлдар және қыздар,ауыл,Қызылорда,13.25
2019,1000 туылғанға,ұлдар және қыздар,ауыл,Маңғыстау,10.18
2019,1000 туылғанға,ұлдар және қыздар,ауыл,Павлодар,7.62
2019,1000 туылғанға,ұлдар және қыздар,ауыл,Солтүстік Қазақстан,12.35
2019,1000 туылғанға,ұлдар және қыздар,ауыл,Түркістан,12.31
2019,1000 туылғанға,ұлдар және қыздар,ауыл,Шығыс Қазақстан,9.62
2019,1000 туылғанға,ерлер,,,12.03
2019,1000 туылғанға,ерлер,,Ақмола,8.49
2019,1000 туылғанға,ерлер,,Ақтөбе,10.39
2019,1000 туылғанға,ерлер,,Алматы,12.2
2019,1000 туылғанға,ерлер,,Атырау,14.0
2019,1000 туылғанға,ерлер,,Батыс Қазақстан,10.19
2019,1000 туылғанға,ерлер,,Жамбыл,13.53
2019,1000 туылғанға,ерлер,,Қарағанды,12.27
2019,1000 туылғанға,ерлер,,Қостанай,15.74
2019,1000 туылғанға,ерлер,,Қызылорда,15.42
2019,1000 туылғанға,ерлер,,Маңғыстау,12.55
2019,1000 туылғанға,ерлер,,Павлодар,8.97
2019,1000 туылғанға,ерлер,,Солтүстік Қазақстан,13.8
2019,1000 туылғанға,ерлер,,Түркістан,13.01
2019,1000 туылғанға,ерлер,,Шығыс Қазақстан,10.21
2019,1000 туылғанға,ерлер,,Нұр-Сұлтан қаласы,7.88
2019,1000 туылғанға,ерлер,,Алматы қаласы,11.11
2019,1000 туылғанға,ерлер,,Шымкент қаласы,13.94
2019,1000 туылғанға,ерлер,қала,,11.76
2019,1000 туылғанға,ерлер,қала,Ақмола,9.82
2019,1000 туылғанға,ерлер,қала,Ақтөбе,9.21
2019,1000 туылғанға,ерлер,қала,Алматы,13.35
2019,1000 туылғанға,ерлер,қала,Атырау,12.78
2019,1000 туылғанға,ерлер,қала,Батыс Қазақстан,10.66
2019,1000 туылғанға,ерлер,қала,Жамбыл,15.07
2019,1000 туылғанға,ерлер,қала,Қарағанды,12.63
2019,1000 туылғанға,ерлер,қала,Қостанай,12.41
2019,1000 туылғанға,ерлер,қала,Қызылорда,14.41
2019,1000 туылғанға,ерлер,қала,Маңғыстау,15.26
2019,1000 туылғанға,ерлер,қала,Павлодар,9.44
2019,1000 туылғанға,ерлер,қала,Солтүстік Қазақстан,13.48
2019,1000 туылғанға,ерлер,қала,Түркістан,12.66
2019,1000 туылғанға,ерлер,қала,Шығыс Қазақстан,10.72
2019,1000 туылғанға,ерлер,қала,Нұр-Сұлтан қаласы,7.88
2019,1000 туылғанға,ерлер,қала,Алматы қаласы,11.11
2019,1000 туылғанға,ерлер,қала,Шымкент қаласы,13.94
2019,1000 туылғанға,ерлер,ауыл,,12.43
2019,1000 туылғанға,ерлер,ауыл,Ақмола,7.0
2019,1000 туылғанға,ерлер,ауыл,Ақтөбе,13.93
2019,1000 туылғанға,ерлер,ауыл,Алматы,11.82
2019,1000 туылғанға,ерлер,ауыл,Атырау,15.6
2019,1000 туылғанға,ерлер,ауыл,Батыс Қазақстан,9.55
2019,1000 туылғанға,ерлер,ауыл,Жамбыл,12.33
2019,1000 туылғанға,ерлер,ауыл,Қарағанды,10.8
2019,1000 туылғанға,ерлер,ауыл,Қостанай,21.18
2019,1000 туылғанға,ерлер,ауыл,Қызылорда,16.44
2019,1000 туылғанға,ерлер,ауыл,Маңғыстау,10.7
2019,1000 туылғанға,ерлер,ауыл,Павлодар,7.86
2019,1000 туылғанға,ерлер,ауыл,Солтүстік Қазақстан,14.12
2019,1000 туылғанға,ерлер,ауыл,Түркістан,13.14
2019,1000 туылғанға,ерлер,ауыл,Шығыс Қазақстан,9.3
2019,1000 туылғанға,әйелдер,,,9.25
2019,1000 туылғанға,әйелдер,,Ақмола,8.64
2019,1000 туылғанға,әйелдер,,Ақтөбе,10.7
2019,1000 туылғанға,әйелдер,,Алматы,8.1
2019,1000 туылғанға,әйелдер,,Атырау,11.69
2019,1000 туылғанға,әйелдер,,Батыс Қазақстан,6.71
2019,1000 туылғанға,әйелдер,,Жамбыл,9.49
2019,1000 туылғанға,әйелдер,,Қарағанды,9.3
2019,1000 туылғанға,әйелдер,,Қостанай,7.68
2019,1000 туылғанға,әйелдер,,Қызылорда,10.68
2019,1000 туылғанға,әйелдер,,Маңғыстау,10.37
2019,1000 туылғанға,әйелдер,,Павлодар,7.58
2019,1000 туылғанға,әйелдер,,Солтүстік Қазақстан,9.64
2019,1000 туылғанға,әйелдер,,Түркістан,10.7
2019,1000 туылғанға,әйелдер,,Шығыс Қазақстан,10.0
2019,1000 туылғанға,әйелдер,,Нұр-Сұлтан қаласы,7.35
2019,1000 туылғанға,әйелдер,,Алматы қаласы,8.1
2019,1000 туылғанға,әйелдер,,Шымкент қаласы,9.32
2019,1000 туылғанға,әйелдер,қала,,9.16
2019,1000 туылғанға,әйелдер,қала,Ақмола,7.09
2019,1000 туылғанға,әйелдер,қала,Ақтөбе,10.47
2019,1000 туылғанға,әйелдер,қала,Алматы,10.2
2019,1000 туылғанға,әйелдер,қала,Атырау,13.45
2019,1000 туылғанға,әйелдер,қала,Батыс Қазақстан,7.27
2019,1000 туылғанға,әйелдер,қала,Жамбыл,10.02
2019,1000 туылғанға,әйелдер,қала,Қарағанды,9.76
2019,1000 туылғанға,әйелдер,қала,Қостанай,6.62
2019,1000 туылғанға,әйелдер,қала,Қызылорда,11.49
2019,1000 туылғанға,әйелдер,қала,Маңғыстау,11.46
2019,1000 туылғанға,әйелдер,қала,Павлодар,7.68
2019,1000 туылғанға,әйелдер,қала,Солтүстік Қазақстан,8.7
2019,1000 туылғанға,әйелдер,қала,Түркістан,8.86
2019,1000 туылғанға,әйелдер,қала,Шығыс Қазақстан,10.02
2019,1000 туылғанға,әйелдер,қала,Нұр-Сұлтан қаласы,7.35
2019,1000 туылғанға,әйелдер,қала,Алматы қаласы,8.1
2019,1000 туылғанға,әйелдер,қала,Шымкент қаласы,9.32
2019,1000 туылғанға,әйелдер,ауыл,,9.38
2019,1000 туылғанға,әйелдер,ауыл,Ақмола,10.36
2019,1000 туылғанға,әйелдер,ауыл,Ақтөбе,11.39
2019,1000 туылғанға,әйелдер,ауыл,Алматы,7.41
2019,1000 туылғанға,әйелдер,ауыл,Атырау,9.39
2019,1000 туылғанға,әйелдер,ауыл,Батыс Қазақстан,5.97
2019,1000 туылғанға,әйелдер,ауыл,Жамбыл,9.07
2019,1000 туылғанға,әйелдер,ауыл,Қарағанды,7.51
2019,1000 туылғанға,әйелдер,ауыл,Қостанай,9.39
2019,1000 туылғанға,әйелдер,ауыл,Қызылорда,9.9
2019,1000 туылғанға,әйелдер,ауыл,Маңғыстау,9.62
2019,1000 туылғанға,әйелдер,ауыл,Павлодар,7.36
2019,1000 туылғанға,әйелдер,ауыл,Солтүстік Қазақстан,10.52
2019,1000 туылғанға,әйелдер,ауыл,Түркістан,11.41
2019,1000 туылғанға,әйелдер,ауыл,Шығыс Қазақстан,9.97
